relKeyword,monthlyPcQcCnt,monthlyMobileQcCnt,monthlyAvePcClkCnt,monthlyAveMobileClkCnt,monthlyAvePcCtr,monthlyAveMobileCtr,plAvgDepth,compIdx
알미늄조각,< 10,< 10,0.5,0.0,6.09,0.0,14,높음
고무와샤,320,410,3.0,1.8,1.07,0.46,15,높음
컴퓨터조각,20,20,0.5,0.0,2.06,0.0,7,중간
아크릴공방,50,100,4.9,0.6,9.19,0.63,2,낮음
금속라벨제작,40,30,3.0,1.7,8.32,5.75,13,중간
맨홀뚜껑제작,20,20,1.1,0.0,4.86,0.0,11,중간
테프론가공,240,190,9.6,4.0,4.39,2.28,15,높음
스텐파이프가공,90,150,2.9,5.3,3.53,3.69,11,중간
디자인목업,170,60,1.9,1.7,1.2,2.49,15,높음
알류미늄가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
명판제작,1120,600,30.9,27.0,3.0,4.94,15,중간
3D모형제작,30,40,1.5,2.0,5.12,6.07,15,높음
각파이프제작,30,50,1.3,0.3,4.72,0.76,15,높음
알미늄압출,80,30,3.4,5.7,4.61,15.32,15,높음
철판레이저가공,330,460,11.3,30.0,3.81,7.22,15,높음
목공공방,380,1240,4.5,13.8,1.26,1.2,15,높음
금속공예공방,180,620,2.9,19.3,1.68,3.34,13,중간
실내간판,710,1640,30.0,66.6,4.66,4.54,15,높음
워킹목업,140,40,2.1,2.3,1.7,6.67,15,높음
원목테이블DIY,90,590,2.3,25.8,2.74,4.43,15,높음
책장만들기,140,600,3.0,28.8,2.27,5.36,15,높음
정밀부품가공,20,10,0.3,0.0,1.29,0.0,15,높음
사무실명판,350,190,7.3,8.3,2.5,4.71,15,높음
알루미늄자재,50,120,3.4,8.3,6.77,6.6,14,높음
집수정설치,150,240,2.1,2.3,1.39,1.06,12,중간
기계부품가공,20,< 10,1.7,0.0,5.96,0.0,15,높음
CO2레이저,400,630,3.3,5.8,0.91,1.0,15,높음
원목수납장만들기,50,170,1.1,4.3,2.45,2.75,10,중간
알루미늄스티커,190,210,10.3,7.3,5.66,3.58,15,높음
나무아트월,200,1310,2.4,4.0,1.27,0.33,14,중간
레이저커팅기,1990,2950,21.8,54.7,1.2,2.01,15,높음
우드아트월,110,510,2.5,16.8,2.32,3.45,15,높음
레이져용접,140,210,2.1,3.3,1.58,1.64,15,높음
피스다보,110,160,0.5,0.0,0.49,0.0,13,중간
용접알바,40,250,1.1,25.7,2.58,10.93,6,중간
문패,1620,4410,21.5,111.3,1.46,2.74,15,중간
유리장식,40,200,0.5,0.8,1.05,0.41,15,높음
와이어레일,80,220,0.4,1.0,0.58,0.45,13,중간
절곡,1810,2120,10.5,26.3,0.64,1.36,15,중간
명판부식,10,10,0.2,0.0,1.19,0.0,15,높음
유리부속,60,90,6.2,7.8,9.6,9.12,15,높음
납작볼트,50,60,0.3,0.3,0.6,0.38,12,중간
알루컷,10,10,0.4,0.0,3.3,0.0,7,중간
알루미늄엔드밀,20,10,0.3,0.8,1.2,4.69,13,중간
철제작,40,60,2.8,4.0,8.32,6.67,15,높음
철물용접,10,20,1.7,1.3,12.2,6.35,3,높음
철대문수리,< 10,40,0.0,0.3,0.0,0.86,7,중간
3D아트월,20,40,2.0,1.5,8.5,3.41,11,중간
워터젯절단,60,20,1.8,0.0,3.08,0.0,9,중간
알루미늄조각명판,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
카본가공,60,60,2.2,3.0,3.68,6.0,15,높음
티타늄가공,130,140,8.4,11.3,6.32,8.4,15,높음
나무현판,630,650,26.5,20.3,4.46,3.34,15,높음
원목가구DIY,20,70,0.4,2.5,2.0,3.53,15,높음
목공예DIY,50,70,1.2,2.0,2.4,2.9,14,높음
평볼트,140,200,0.2,1.3,0.14,0.67,12,중간
레이저커팅,1120,1350,12.1,16.8,1.19,1.35,15,높음
서랍장DIY,70,140,1.6,3.0,2.48,2.03,15,높음
아크릴레이저,220,250,6.1,9.0,3.1,3.68,15,높음
에스고리,60,260,1.5,1.0,2.88,0.42,15,높음
삼각고리,100,220,1.0,0.8,1.06,0.35,14,높음
알루미늄절단,140,200,1.9,0.3,1.41,0.17,15,높음
레이져마킹,210,220,5.4,5.0,2.83,2.39,15,높음
알루미늄판가공,70,50,1.7,0.0,2.55,0.0,15,높음
PLC판넬제작,< 10,< 10,0.3,0.0,5.56,0.0,3,높음
정밀부품,20,< 10,0.0,0.0,0.0,0.0,15,높음
고무가공,50,20,3.0,1.5,6.08,5.56,14,높음
워터제트,250,360,1.6,6.5,0.68,1.99,14,중간
디자인제품,90,80,0.3,0.3,0.34,0.46,15,높음
대리석가공,100,120,1.9,4.0,1.82,3.71,15,높음
각파이프용접,140,230,2.2,7.3,1.75,3.54,15,높음
신주용접,50,210,0.8,3.3,1.55,1.59,12,중간
금속라벨,240,460,7.0,22.3,3.44,5.27,15,높음
포맥스간판,420,520,12.7,20.8,3.44,4.83,15,높음
HSD스핀들,10,10,0.5,0.0,4.55,0.0,2,중간
임가공,2660,2090,2.2,0.3,0.1,0.02,15,높음
실크명판,< 10,< 10,0.3,0.0,11.12,0.0,15,높음
우레탄가공,120,80,3.4,5.3,2.97,5.97,15,높음
JIG,1890,2500,2.6,0.0,0.15,0.0,15,높음
샘플가공,< 10,< 10,0.1,0.0,1.02,0.0,14,높음
행거도어,1530,2160,53.2,101.3,3.77,5.03,15,높음
유리가공업체,30,30,3.4,2.8,11.65,8.8,10,중간
알미늄인쇄,< 10,< 10,0.7,0.7,13.34,9.53,15,높음
크롬다보,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
유리선반다보,40,100,0.9,0.3,1.97,0.35,15,높음
시제품가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
알루미늄부품,20,10,0.9,0.0,4.93,0.0,14,높음
발명품제작,10,30,1.0,3.8,7.15,10.72,15,높음
PP가공,30,20,1.3,0.0,3.34,0.0,15,높음
MOCK-UP,490,100,0.3,0.0,0.08,0.0,15,높음
알미늄각재,60,90,3.2,1.0,5.6,1.15,8,중간
알미늄절단,20,20,0.4,0.3,1.97,1.36,14,높음
알루미늄압출가공,10,< 10,0.8,0.0,6.07,0.0,10,중간
스틸가공,30,30,1.3,0.3,3.78,0.84,14,높음
알류미늄봉,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
알류미늄압출,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
알루미늄업체,30,20,0.9,0.0,2.62,0.0,14,높음
알류미늄각파이프,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
아세탈가공,40,10,1.4,0.3,3.19,2.09,15,높음
알류미늄,80,110,0.7,0.5,0.9,0.43,15,높음
알루미늄봉가공,< 10,< 10,0.4,0.4,7.7,6.25,3,높음
졸업작품목업,10,10,1.1,3.0,8.1,25.0,15,높음
알류미늄파이프규격,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
알류미늄판재,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
알류미늄바,< 10,< 10,0.0,0.4,0.0,5.89,3,높음
알루미늄각재규격,30,< 10,0.3,0.0,0.95,0.0,3,높음
알루미늄프레스가공,< 10,< 10,1.0,0.0,100.0,0.0,1,중간
알류미늄환봉,< 10,< 10,0.0,1.0,0.0,50.0,2,중간
채수기,120,80,0.9,0.8,0.8,1.11,15,높음
포맥스가공,60,50,1.1,1.7,2.23,3.41,15,높음
알루미늄부품가공,< 10,< 10,1.0,0.3,20.52,16.67,8,중간
자동화제작,< 10,< 10,0.7,0.0,13.34,0.0,3,높음
플라스틱절단,140,400,1.4,1.3,1.0,0.35,11,중간
구리절단,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
카본절단,10,20,0.0,0.4,0.0,2.0,3,높음
카본파이프가공,< 10,< 10,0.0,0.5,0.0,9.1,3,높음
타일가공,10,20,0.3,0.3,2.39,1.0,13,중간
파이프가공기계,< 10,< 10,0.0,0.7,0.0,14.29,3,높음
파이프절단,220,200,2.9,3.7,1.39,1.85,15,높음
파이프절단기계,< 10,10,0.3,0.3,16.67,3.34,3,높음
파이프절단업체,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
판재가공,30,< 10,0.7,0.0,1.85,0.0,13,중간
판재절단,< 10,< 10,0.3,0.0,4.17,0.0,3,높음
우레탄가공업체,< 10,< 10,1.0,0.0,16.67,0.0,3,높음
우레탄절단,< 10,20,0.0,0.0,0.0,0.0,3,높음
워터젯가공업체,< 10,< 10,0.5,0.0,10.0,0.0,2,중간
유리가공기계,< 10,10,0.4,0.0,5.89,0.0,3,높음
유리가공방법,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
유리워터젯,10,< 10,2.0,0.0,20.0,0.0,1,중간
유리절단,150,380,2.6,13.0,1.94,3.7,14,높음
유리컷팅,60,180,1.8,2.8,2.9,1.63,7,중간
실리콘가공,70,60,2.1,7.3,3.19,11.33,15,높음
실리콘가공업체,< 10,< 10,1.3,0.0,66.67,0.0,3,높음
실리콘절단,< 10,10,0.0,0.0,0.0,0.0,2,중간
아크릴가공업체,20,20,3.1,0.3,11.8,1.29,15,높음
알루미늄컷팅,30,40,0.5,0.0,1.74,0.0,15,높음
물칼,10,40,0.9,0.0,6.07,0.0,2,중간
베벨가공,20,< 10,0.3,0.0,1.34,0.0,3,높음
베벨절단,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
사각파이프절단,10,20,0.0,0.0,0.0,0.0,3,높음
석재가공기계,< 10,< 10,0.0,1.0,0.0,50.0,0,낮음
석재가공방법,10,< 10,1.0,0.0,10.0,0.0,1,중간
석재절단,20,50,0.1,1.0,0.35,2.0,12,중간
스테인리스절단,10,30,0.3,0.0,2.39,0.0,3,높음
스텐레스절단,20,50,0.3,0.0,1.56,0.0,15,높음
스텐파이프절단,30,60,0.2,0.0,0.66,0.0,15,높음
스폰지절단,10,20,1.0,0.0,11.12,0.0,3,높음
시화워터젯,10,< 10,0.7,0.0,7.7,0.0,3,높음
금속절단,80,120,0.5,2.0,0.64,1.79,15,높음
금속컷팅,10,40,0.8,1.0,6.25,2.71,4,낮음
나무가공업체,< 10,10,0.1,0.0,6.67,0.0,8,중간
대리석가공업체,< 10,< 10,1.0,0.0,20.0,0.0,3,높음
동판가공,40,20,2.0,0.7,4.56,3.51,12,중간
CNC가공기계,10,20,0.0,0.0,0.0,0.0,3,높음
CNC절단,30,40,0.9,0.0,2.81,0.0,15,높음
PVC파이프가공,10,10,0.7,0.0,4.88,0.0,3,높음
PVC파이프절단,50,60,1.3,0.3,2.79,0.52,6,중간
SUS절단,10,10,0.4,0.3,2.26,2.78,15,높음
각도절단,20,40,0.0,0.0,0.0,0.0,3,높음
화강석가공,< 10,< 10,1.0,0.9,14.29,14.29,3,높음
스테인레스절단,40,80,0.2,0.5,0.32,0.61,13,중간
타일절단,80,220,0.6,0.3,0.82,0.17,15,높음
티타늄절단,10,20,0.3,0.0,3.71,0.0,3,높음
알루미늄커팅,30,60,1.2,0.0,3.36,0.0,14,높음
대리석절단,70,120,0.8,0.0,1.24,0.0,15,높음
워터젯장비,10,< 10,1.2,0.0,11.77,0.0,3,낮음
WATERJETCUTTING,10,< 10,2.0,0.0,40.0,0.0,1,중간
동판절단,< 10,< 10,0.9,0.3,11.25,2.57,10,중간
워터젯가격,< 10,10,0.4,0.7,3.51,4.77,11,중간
워터젯컷팅,10,10,0.0,0.0,0.0,0.0,3,높음
수압절단,20,30,1.0,0.0,3.81,0.0,10,중간
빔절단,10,20,0.3,0.0,2.39,0.0,3,높음
워터젯커팅,20,10,2.0,0.4,9.53,2.5,3,높음
대전목업,< 10,< 10,0.5,0.3,5.05,3.71,13,중간
워킹목업제작,< 10,< 10,0.0,0.0,0.0,0.0,15,높음
철판절단,240,350,3.1,4.8,1.42,1.43,15,높음
워터젯기계,< 10,10,1.3,0.0,25.0,0.0,2,중간
워터젯펌프,10,< 10,0.0,0.0,0.0,0.0,3,높음
고압세척펌프,10,10,0.9,0.0,5.53,0.0,11,중간
(주)티오피에스,20,10,2.0,0.0,13.34,0.0,1,중간
CFRP가공,10,< 10,0.7,0.0,10.0,0.0,1,중간
TOPS,400,950,0.8,3.0,0.21,0.34,10,중간
라인젯,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
테프론가공업체,< 10,< 10,0.3,0.3,5.56,16.67,3,높음
반도체장비부품,40,10,0.8,0.0,1.78,0.0,15,높음
아크릴절단,260,470,4.0,6.5,1.64,1.53,15,중간
신주가공,20,10,0.6,1.0,2.73,7.15,15,높음
수압절단기,30,70,1.0,1.1,3.25,1.54,5,중간
레이져가공,10,< 10,0.3,0.0,2.67,0.0,15,높음
스텐절곡,380,840,10.3,20.8,2.91,2.64,15,높음
티타늄가공업체,< 10,< 10,0.6,0.7,7.22,6.67,12,중간
금형가공,130,100,2.3,0.8,1.91,0.76,15,높음
파이프가공업체,10,< 10,0.9,0.0,10.38,0.0,15,높음
초고압펌프,10,20,0.3,1.7,1.79,6.42,13,중간
ABS가공,30,10,1.4,0.3,3.67,2.09,14,높음
보은기업,< 10,10,0.0,0.0,0.0,0.0,0,낮음
ABS도장,10,10,0.0,0.0,0.0,0.0,3,높음
학생작품,30,10,1.0,0.0,3.34,0.0,15,높음
알미늄판가공,< 10,10,0.3,0.3,8.34,3.34,3,높음
금속가공기계,40,50,1.0,0.3,2.32,0.63,14,높음
임가공업체,90,60,1.3,0.7,1.52,1.2,15,높음
SUS가공업체,< 10,< 10,0.1,0.0,4.45,0.0,15,높음
시편절단,10,< 10,0.1,0.0,0.51,0.0,14,높음
세라믹절단,20,20,0.6,0.7,2.99,3.71,10,중간
비철금속가공,< 10,< 10,0.0,0.0,0.0,0.0,13,중간
형상가공,50,40,0.3,0.0,0.7,0.0,6,중간
레이저절단가공,10,< 10,0.3,0.0,3.34,0.0,3,높음
프레스제작,20,20,1.5,1.8,8.13,8.34,15,높음
철판홀가공,10,10,0.0,0.3,0.0,2.13,3,높음
호퍼제작,30,30,1.8,2.0,5.6,6.67,10,중간
도면견적,10,10,0.3,0.3,3.04,2.39,3,높음
후렌지가공,10,< 10,0.0,0.7,0.0,14.29,3,높음
스테인레스스틸규격,10,< 10,0.0,0.5,0.0,25.0,3,높음
복합가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
백색알루마이트,20,< 10,0.0,0.0,0.0,0.0,1,중간
하우징제작,10,< 10,0.7,0.3,5.56,5.0,3,높음
카운터싱킹,280,200,1.4,0.3,0.52,0.17,7,중간
캠제작,< 10,< 10,0.7,0.0,14.29,0.0,3,높음
튜브밴딩,40,120,0.9,0.5,2.11,0.43,10,중간
판금설계,100,80,0.3,1.0,0.36,1.36,15,높음
판금종류,< 10,< 10,0.8,0.0,16.67,0.0,2,중간
펀칭,990,1500,2.7,8.0,0.31,0.58,15,높음
가공견적,20,< 10,0.0,0.0,0.0,0.0,3,높음
평철절단,10,10,0.6,1.0,4.48,10.35,5,중간
카운터보어,860,470,2.2,0.8,0.29,0.17,13,중간
탭핑,510,570,0.2,2.0,0.04,0.38,12,중간
V절곡,< 10,10,0.5,0.0,10.0,0.0,2,중간
부스바업체,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
리머,1030,1390,4.5,19.8,0.47,1.51,15,높음
STS304가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
SKD11가공,10,10,1.3,0.0,13.05,0.0,2,중간
HARDANODIZING,30,10,0.0,0.0,0.0,0.0,1,중간
우레탄몰드,20,30,0.3,0.0,1.59,0.0,3,높음
평면가공,40,40,0.0,0.0,0.0,0.0,2,중간
흑색아노다이징,30,10,0.0,0.0,0.0,0.0,1,중간
플레이트가공,10,< 10,0.0,0.0,0.0,0.0,2,중간
각도가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
고압세척장비,< 10,< 10,0.0,0.0,0.0,0.0,11,중간
시편가공,40,10,0.5,0.0,1.43,0.0,15,높음
미니조각기,100,230,1.1,0.0,1.22,0.0,15,높음
동가공,20,20,0.4,0.0,1.97,0.0,15,높음
아크릴판가공,50,30,2.0,1.0,3.95,3.13,15,높음
에폭시가공,50,30,1.9,2.7,4.09,9.2,15,높음
아크릴정밀가공,10,< 10,0.6,0.0,5.82,0.0,9,중간
워터젯절단기,30,20,3.1,0.7,9.7,2.47,7,중간
영진IND,20,10,0.0,0.0,0.0,0.0,0,낮음
5면가공,< 10,< 10,0.4,0.0,4.77,0.0,3,높음
대형부품,10,100,2.0,1.7,18.19,1.82,3,높음
대형머시닝센터,< 10,< 10,1.0,0.0,16.67,0.0,3,높음
하스너,500,920,10.2,5.5,2.17,0.65,10,중간
아크릴레이저가공,100,80,3.6,7.3,3.68,8.74,15,높음
부스바가공,40,40,1.6,1.0,3.76,2.71,15,높음
철판가공업체,10,10,0.7,0.3,4.13,2.86,13,중간
조각기,690,1010,5.8,8.7,0.93,0.93,15,중간
머시닝센터,1470,1470,7.7,30.3,0.57,2.26,15,중간
금형가공업체,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
팹랩,310,190,0.2,0.0,0.07,0.0,11,중간
자동화기계부품,< 10,10,0.5,0.7,10.15,6.67,14,높음
구리가공,40,30,0.8,0.7,2.2,2.3,13,중간
도면,5690,3640,3.5,1.3,0.07,0.04,15,중간
SUS가공,90,40,2.5,0.8,2.95,2.15,15,높음
알루미늄압출파이프,10,< 10,1.1,0.0,9.1,0.0,3,높음
높이조절브라켓,40,120,0.3,0.5,0.82,0.48,3,높음
다보장식볼트,< 10,< 10,0.0,0.0,0.0,0.0,9,중간
아크릴장식볼트,10,< 10,0.8,0.0,8.7,0.0,3,높음
선반기둥,20,50,0.0,0.0,0.0,0.0,3,높음
아크릴액자볼트,10,10,0.0,0.0,0.0,0.0,3,높음
J후크,10,20,0.3,0.0,2.39,0.0,3,높음
아크릴가공기계,< 10,< 10,1.4,0.0,20.49,0.0,12,중간
CNC기계,190,260,3.3,11.5,1.82,4.8,15,중간
목공CNC,240,500,9.2,39.0,4.2,8.83,15,높음
황동가공,60,60,1.3,2.0,2.18,3.45,14,중간
스테인레스가공업체,10,< 10,0.4,0.3,4.14,8.34,13,중간
AL가공,10,< 10,0.0,0.0,0.0,0.0,3,높음
박판가공,20,< 10,1.1,0.0,4.52,0.0,7,중간
판넬앙카,20,60,0.0,0.0,0.0,0.0,3,높음
고정앙카,40,40,0.0,0.6,0.0,1.89,3,높음
레이저가공업체,30,10,1.3,1.5,4.3,9.38,15,높음
NC선반,190,180,0.5,3.3,0.26,1.99,15,높음
머시닝가공,40,10,1.3,0.0,3.25,0.0,15,높음
MDF커팅,20,20,0.7,1.5,4.08,8.83,15,높음
목재가공기,< 10,< 10,0.3,0.0,4.77,0.0,3,높음
도면가공,20,< 10,2.0,0.3,8.21,4.77,8,중간
평면연삭,20,10,0.0,0.0,0.0,0.0,3,높음
CNC가공업체,110,100,3.0,6.7,3.04,7.5,15,높음
레이저교육,10,< 10,0.5,0.0,5.0,0.0,2,중간
중국CNC,10,10,0.0,0.0,0.0,0.0,3,높음
소형가공기,< 10,< 10,0.8,0.3,9.38,4.77,4,낮음
플랜지가공,40,20,2.3,0.0,5.7,0.0,3,높음
목공용CNC,20,50,1.7,0.3,6.67,0.66,14,중간
금속가공제품제조업,70,90,0.7,1.3,1.02,1.56,9,중간
CNC머신,100,80,0.9,0.8,1.09,1.09,15,높음
기구설계,1110,540,16.5,7.8,1.62,1.54,15,중간
금속레이저커팅기,10,< 10,0.3,0.0,2.65,0.0,14,높음
금속레이저컷팅기,< 10,< 10,0.3,0.4,5.0,7.15,7,중간
기계탭,70,100,1.2,0.0,1.55,0.0,12,중간
레이저가공견적,< 10,< 10,0.2,0.0,6.67,0.0,15,높음
소형레이저절단기,10,20,0.5,0.0,3.19,0.0,14,높음
절곡기계,10,20,0.0,0.0,0.0,0.0,3,높음
파이프레이저절단기,< 10,< 10,1.8,0.0,35.3,0.0,3,낮음
금속가공업체,40,30,1.4,0.0,3.41,0.0,15,높음
다비드조각기,20,< 10,1.5,0.0,8.34,0.0,1,중간
우드CNC,30,40,4.6,1.0,15.39,2.66,6,중간
ALLCNC,1350,1940,1.7,0.3,0.14,0.02,4,낮음
선반센터,40,50,0.8,1.0,1.92,1.9,7,중간
초정밀가공,50,20,2.2,0.0,4.16,0.0,15,높음
