연관 검색어,PC 월간 검색수,PC 월평균 클릭수,PC 월평균 클릭률,모바일 월간 검색수,모바일 월평균 클릭수,모바일 월평균 클릭율,월평균 노출 광고수,경쟁 정도
DXF변환,60,0.7,1.2,10,0.0,0.0,3,높음
DXF파일열기,80,3.7,4.57,10,0.3,2.78,3,높음
FREEWARE,90,1.0,1.15,40,0.0,0.0,1,중간
KCAD,20,2.0,10.0,20,0.0,0.0,1,중간
LISP,580,0.0,0.0,560,0.0,0.0,3,높음
고케드,20,0.0,0.0,< 10,0.0,0.0,3,높음
도면파일,110,0.5,0.49,180,0.3,0.15,15,높음
ACIS,90,1.3,1.49,240,0.7,0.3,3,높음
CAD2010,20,0.0,0.0,< 10,0.0,0.0,3,높음
CAD2016,30,0.7,2.03,10,1.0,6.25,11,중간
CAD2018,50,0.2,0.37,10,0.0,0.0,5,중간
CAD2021,50,0.7,1.22,10,0.3,2.23,3,높음
CADDWG,20,0.0,0.0,< 10,0.0,0.0,3,높음
DGNDWG,10,0.0,0.0,< 10,0.0,0.0,3,높음
DGN파일,130,0.0,0.0,20,0.0,0.0,3,높음
DGN파일변환,< 10,0.7,16.67,< 10,0.0,0.0,3,높음
캐드폰트,1610,3.7,0.24,140,0.0,0.0,7,중간
DWG파일읽기,< 10,0.7,11.12,< 10,0.0,0.0,3,높음
DWF,260,0.0,0.0,120,0.0,0.0,3,높음
설계도면,940,1.6,0.18,710,0.7,0.1,15,높음
DGN변환,10,0.7,6.07,< 10,0.7,33.34,3,높음
DWG파일여는법,20,0.0,0.0,10,0.0,0.0,3,높음
캐드무료,240,1.3,0.52,70,0.3,0.51,14,높음
캐드피아,10,0.3,2.39,10,0.0,0.0,3,높음
DWG파일보는법,10,0.3,1.76,< 10,0.0,0.0,3,높음
DWG컨버터,70,1.0,1.45,< 10,0.0,0.0,3,높음
DWG파일다운로드,10,0.7,6.25,< 10,0.0,0.0,3,높음
DWG다운,20,1.0,5.36,< 10,0.0,0.0,3,높음
DWG다운로드,20,2.4,8.14,< 10,0.0,0.0,3,높음
DWG파일보는방법,< 10,1.0,33.34,< 10,0.0,0.0,1,중간
DWG파일을PDF,< 10,0.0,0.0,< 10,0.0,0.0,0,낮음
DWG변환기,< 10,0.0,0.0,< 10,0.0,0.0,1,중간
DWGJPG변환,40,1.0,3.45,< 10,0.0,0.0,1,중간
DXF,700,0.7,0.1,430,0.0,0.0,3,높음
BATCHPLOT,10,0.0,0.0,< 10,0.0,0.0,3,높음
캐드글꼴,1110,1.0,0.1,200,0.0,0.0,3,높음
CAD다운,180,3.2,1.75,30,0.0,0.0,8,중간
PDF2DWG,10,0.3,1.76,< 10,0.0,0.0,3,높음
캐드체험판,270,4.0,1.51,20,0.0,0.0,9,중간
MICROSTATION,70,0.0,0.0,30,0.0,0.0,3,높음
CAD무료다운,40,1.7,3.71,< 10,0.0,0.0,3,높음
CAD무료다운로드,10,1.4,9.76,< 10,0.0,0.0,3,높음
캐드무료다운로드,40,2.3,4.97,< 10,0.0,0.0,3,높음
CAD체험판,50,0.7,1.5,< 10,0.0,0.0,10,중간
DWG파일열기,150,0.3,0.22,50,0.0,0.0,3,높음
DWF파일,110,0.3,0.31,20,0.0,0.0,3,높음
MYCAD,50,2.4,4.38,20,0.7,3.13,3,높음
고캐드,1840,0.3,0.02,210,0.7,0.34,3,높음
MAGICCAD,30,3.6,10.11,< 10,0.0,0.0,3,높음
IDWGTAB,480,2.7,0.57,10,0.0,0.0,3,높음
오토캐드설치비용,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
SLRPROGRAM,10,0.0,0.0,< 10,0.0,0.0,3,높음
SLR,21300,23.2,0.12,59100,121.3,0.22,15,높음
한국CAD,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
한국캐드,20,1.3,5.56,10,0.3,2.09,3,높음
오토캐드2014설치방법,10,0.0,0.0,10,0.0,0.0,3,높음
CAD다운로드,260,5.4,2.08,30,0.0,0.0,8,중간
캐드평가판,20,0.3,1.67,< 10,0.0,0.0,3,높음
캐드2008,20,0.2,0.76,10,0.0,0.0,10,중간
ACAD2015,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
한글CAD,< 10,0.3,6.67,< 10,0.0,0.0,3,높음
CAD폰트,310,0.0,0.0,10,0.0,0.0,3,높음
GOCAD,70,0.0,0.0,< 10,0.0,0.0,3,높음
CADPROGRAM,< 10,0.7,9.53,< 10,0.0,0.0,3,높음
한글오토캐드뷰어,10,0.7,6.67,< 10,0.0,0.0,3,높음
대체CAD,< 10,0.2,20.0,< 10,0.0,0.0,10,중간
CAD대체,< 10,0.0,0.0,< 10,0.0,0.0,4,낮음
캐드2018,110,0.6,0.57,30,0.0,0.0,14,높음
캐드파일,710,1.6,0.23,360,0.0,0.0,15,높음
MCAD,50,0.3,0.59,60,0.0,0.0,3,높음
DWG변환프로그램,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
DWG파일출력,10,0.7,6.07,< 10,0.0,0.0,3,높음
오토캐드용어,40,0.3,0.81,20,0.0,0.0,3,높음
ISODWG,20,0.0,0.0,< 10,0.0,0.0,3,높음
캐드해치,1380,0.0,0.0,310,0.0,0.0,3,높음
캐드캠시스템,10,0.0,0.0,< 10,0.0,0.0,3,높음
배치플롯,50,0.0,0.0,< 10,0.0,0.0,3,높음
CAD2015,20,0.5,2.03,< 10,0.0,0.0,4,낮음
캐드2007설치,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
캐드2017,40,0.1,0.2,20,0.7,3.34,13,중간
오토캐드폰트,1100,0.3,0.04,130,0.0,0.0,3,높음
FREEDWGVIEWER,110,0.0,0.0,10,0.0,0.0,3,높음
DWFVIEWER,10,1.0,5.67,< 10,0.0,0.0,3,높음
DWG출력,30,0.0,0.0,< 10,0.0,0.0,3,높음
DXFVIEWER,30,0.4,1.14,< 10,0.0,0.0,3,높음
대안CAD,20,1.3,6.09,< 10,0.0,0.0,13,중간
캐드리습,2310,0.0,0.0,340,0.0,0.0,3,높음
2D3D,120,0.0,0.0,210,0.0,0.0,3,높음
캐드2014,60,0.5,0.88,30,0.0,0.0,15,높음
캐디안소프트,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
DWF뷰어,70,0.0,0.0,< 10,0.0,0.0,3,높음
캐드대안,20,0.4,1.92,< 10,0.3,4.17,10,중간
DWG파일뷰어,100,0.7,0.69,< 10,0.0,0.0,3,높음
DWF변환,10,1.0,10.0,< 10,0.0,0.0,3,높음
캐드2016,90,0.5,0.53,30,0.3,0.96,14,높음
한글캐드,30,0.6,1.84,20,0.6,3.23,11,중간
매직캐드,20,1.4,5.41,< 10,0.0,0.0,3,높음
ACAD뷰어,< 10,0.3,4.17,< 10,0.0,0.0,3,높음
AUTOCAD대체,10,0.5,4.69,< 10,0.0,0.0,6,중간
캐드2010,30,0.4,1.01,20,0.0,0.0,14,높음
캐드대체,30,0.2,0.48,20,0.0,0.0,13,중간
AUTOCAD대안,< 10,0.5,11.54,< 10,0.0,0.0,7,중간
캐드2013,40,0.0,0.0,10,0.0,0.0,7,중간
캐드대체프로그램,20,0.7,2.78,< 10,0.0,0.0,3,높음
AUTODESKSOFTWARE,< 10,0.0,0.0,< 10,0.0,0.0,1,중간
응용프로그램,610,0.5,0.1,480,0.0,0.0,15,높음
오토캐드대체,60,0.9,1.62,30,1.3,5.34,14,높음
AUTOCAD뷰어다운로드,20,0.0,0.0,< 10,0.0,0.0,2,중간
오토캐드한글뷰어,10,0.0,0.0,< 10,0.0,0.0,3,높음
오토캐드뷰어무료다운로드,40,0.6,1.38,< 10,0.0,0.0,3,낮음
오토캐드뷰어다운,30,0.0,0.0,< 10,0.0,0.0,3,높음
오토캐드뷰어2018,10,0.3,3.34,< 10,0.0,0.0,3,높음
오토캐드뷰어한글,40,0.0,0.0,< 10,0.0,0.0,2,중간
오토캐드뷰어무료다운,30,0.0,0.0,< 10,0.0,0.0,3,높음
오토캐드무료뷰어,20,0.0,0.0,< 10,0.0,0.0,3,높음
오토캐드글꼴,280,0.3,0.13,40,0.0,0.0,3,높음
오토캐드대안,60,1.0,1.77,10,0.3,3.34,13,중간
무료프로그램,230,0.7,0.31,40,0.0,0.0,13,중간
.STP,170,1.8,1.03,10,0.0,0.0,8,중간
오토플롯,10,0.0,0.0,< 10,0.0,0.0,3,높음
캐드2012,20,0.1,0.31,10,0.0,0.0,15,높음
캐드뷰,330,1.9,0.59,20,0.0,0.0,7,중간
오토캐드단축키,1820,2.8,0.16,660,0.0,0.0,10,중간
도면프린터,10,0.1,0.78,20,1.0,4.0,13,중간
도면출력프로그램,10,0.0,0.0,< 10,0.0,0.0,2,중간
엔지니어링,4130,4.5,0.12,4100,0.3,0.01,15,높음
DWG를PDF로,< 10,0.7,7.41,< 10,0.0,0.0,3,높음
오토캐드무료다운로드,80,0.8,0.9,10,0.0,0.0,5,중간
2D캐드,130,0.0,0.0,150,0.0,0.0,15,높음
STP파일,1250,3.3,0.27,230,0.0,0.0,11,중간
STEP뷰어,110,0.7,0.65,< 10,0.0,0.0,9,중간
AUTOCAD뷰어,840,4.0,0.49,20,0.0,0.0,14,높음
오토캐드대안캐드,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
오토캐드WS,< 10,0.0,0.0,< 10,2.0,40.0,1,중간
오토캐드뷰어한글판,10,0.3,1.76,< 10,0.0,0.0,3,높음
DWG뷰어한글판,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
TRUEVIEW다운로드,10,0.0,0.0,< 10,0.0,0.0,1,중간
AUTOCAD360,30,0.3,1.05,< 10,0.0,0.0,3,높음
AUTOCADWS,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
오토캐드2018뷰어,< 10,1.3,66.67,< 10,0.0,0.0,2,중간
엠뷰,20,0.0,0.0,50,0.0,0.0,2,중간
애니뷰어,10,0.0,0.0,< 10,0.0,0.0,3,높음
모바일오토캐드뷰어,< 10,0.0,0.0,< 10,0.0,0.0,0,낮음
한글캐드뷰어,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
DWGTRUEVIEW2010,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
캐디안뷰,< 10,1.0,14.29,< 10,0.0,0.0,3,높음
DWGVIEW,70,0.0,0.0,< 10,0.0,0.0,3,높음
오토케드뷰어,90,0.5,0.6,< 10,0.0,0.0,11,중간
캐디안뷰어,60,4.4,7.58,< 10,0.0,0.0,5,중간
AUTOCAD뷰,30,1.0,3.45,< 10,0.0,0.0,3,높음
CADIANVIEWER,10,0.0,0.0,< 10,0.0,0.0,3,높음
대체캐드,40,0.5,1.15,< 10,0.7,7.41,15,높음
CAD뷰,60,1.7,2.74,< 10,0.0,0.0,3,높음
건축설계,1810,11.3,0.65,1920,27.8,1.53,15,높음
오토캐드뷰어무료,30,1.7,4.63,< 10,0.0,0.0,3,높음
제품설계프로그램,< 10,0.7,7.41,< 10,0.0,0.0,3,높음
제품설계,330,4.7,1.42,140,4.0,2.74,15,높음
건축도면,1620,3.1,0.2,1700,21.0,1.3,15,높음
캐드라이트,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
AUTOLISP,40,0.0,0.0,10,0.7,4.77,3,높음
CADIANVIEW,< 10,0.7,9.53,< 10,0.0,0.0,3,높음
오토캐드뷰,230,1.1,0.48,10,0.0,0.0,10,중간
DWGTRUEVIEW다운로드,110,0.0,0.0,< 10,0.0,0.0,3,높음
3DS뷰어,10,0.3,2.78,< 10,0.0,0.0,3,높음
DWG뷰어다운로드,80,1.3,1.54,< 10,0.0,0.0,9,중간
STP파일뷰어,220,0.9,0.41,10,0.0,0.0,10,중간
아이패드캐드,300,0.0,0.0,730,1.0,0.15,3,높음
TRUEVIEW,400,0.3,0.09,30,0.0,0.0,3,높음
IGES뷰어,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
무료CAD뷰어,30,0.3,1.12,< 10,0.0,0.0,3,높음
모바일캐드뷰어,< 10,0.7,7.41,20,0.0,0.0,3,높음
AUTOCAD단축키,220,0.0,0.0,30,0.0,0.0,3,높음
오토캐드명령어창,360,0.0,0.0,90,0.0,0.0,3,높음
오토캐드도면,520,0.3,0.07,230,0.0,0.0,15,높음
오토캐드명령어,3530,5.0,0.15,2110,0.3,0.02,15,높음
오토캐드저작권,10,0.0,0.0,< 10,0.0,0.0,15,높음
무료DWG뷰어,50,1.9,3.18,< 10,0.0,0.0,9,중간
STEP파일,500,3.2,0.63,80,0.0,0.0,8,중간
STEP파일뷰어,150,2.3,1.47,10,0.0,0.0,7,중간
오토캐드3D,990,1.3,0.14,550,5.0,0.94,15,높음
저가캐드,< 10,0.3,4.77,< 10,0.0,0.0,7,중간
AUTOCADVIEW,160,1.4,0.92,< 10,0.0,0.0,5,중간
DWG뷰어프로그램,10,0.7,7.41,< 10,0.0,0.0,3,높음
오토캐드뷰어다운로드,200,0.3,0.17,< 10,0.0,0.0,6,중간
무료오토캐드뷰어,30,2.4,6.95,< 10,0.0,0.0,4,낮음
3DS,1420,0.5,0.04,2260,2.0,0.1,15,높음
CADVIEW,250,2.4,0.99,20,0.0,0.0,7,중간
오토데스크공문,10,0.0,0.0,< 10,0.0,0.0,15,높음
DWGTRUEVIEW2018,120,0.0,0.0,< 10,0.0,0.0,3,높음
DWG뷰,10,0.3,2.57,< 10,0.0,0.0,3,높음
DXF뷰어,150,1.1,0.69,< 10,0.0,0.0,8,중간
전기도면설계,70,1.5,2.15,60,0.4,0.71,4,낮음
DWGTRUEVIEW2016,50,0.0,0.0,< 10,0.0,0.0,3,높음
캠프로그램,990,0.0,0.0,130,0.0,0.0,3,높음
캐드대용,< 10,0.4,7.7,< 10,0.0,0.0,3,높음
DWGCONVERTER,60,0.0,0.0,< 10,0.0,0.0,3,높음
DWGTRUEVIEW2014,300,0.0,0.0,< 10,0.0,0.0,3,높음
DWGVIEWER,220,0.3,0.15,< 10,0.0,0.0,12,중간
무료도면프로그램,110,0.9,0.81,20,0.0,0.0,8,중간
캐드불법사용,10,0.0,0.0,< 10,0.0,0.0,3,높음
DYNTIM,10,0.3,3.04,< 10,0.0,0.0,3,높음
FLOVENT,10,0.0,0.0,20,0.0,0.0,3,높음
MENTOR,1350,0.2,0.02,3610,3.3,0.1,10,높음
NVH,1370,0.7,0.06,2040,0.8,0.04,15,높음
PARTICLE,3140,0.1,0.01,5430,0.7,0.02,10,중간
STAR-CCM,20,0.7,2.78,< 10,0.0,0.0,3,높음
T3STER,< 10,1.0,25.0,< 10,0.0,0.0,3,높음
TURBO,390,0.2,0.07,1250,2.7,0.23,13,중간
디지털방역,< 10,0.0,0.0,< 10,0.0,0.0,1,중간
열저항측정,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
열전달해석,10,0.0,0.0,< 10,0.0,0.0,3,높음
오염,1700,0.3,0.03,3110,0.3,0.02,3,높음
오일처닝,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
이물개선,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
자동차전장,1090,0.0,0.0,2210,0.0,0.0,3,높음
전산모사,100,0.0,0.0,40,0.0,0.0,3,높음
전장,4190,0.0,0.0,6870,0.0,0.0,3,높음
조력발전,640,0.0,0.0,980,0.0,0.0,3,높음
터보기계,30,0.0,0.0,20,0.0,0.0,3,높음
IGS파일뷰어,10,0.0,0.0,< 10,0.0,0.0,3,높음
WRL파일,< 10,0.0,0.0,< 10,0.0,0.0,1,중간
CAD구매,20,0.2,0.79,10,0.0,0.0,13,중간
스마트폰캐드,10,0.0,0.0,30,0.0,0.0,3,높음
캐드독학,270,0.9,0.33,460,0.0,0.0,15,높음
DWG뷰어무료,50,1.0,1.82,10,0.0,0.0,3,높음
캐드불법,30,0.0,0.0,30,0.0,0.0,11,중간
학생용캐드,200,0.0,0.0,80,0.0,0.0,2,중간
CAD플랫폼,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
학생용CAD,30,0.0,0.0,< 10,0.0,0.0,3,높음
캐드강좌,70,0.3,0.37,30,0.3,0.99,15,높음
오토캐드연습도면,200,0.0,0.0,30,0.0,0.0,2,중간
무료캐드뷰어,130,2.7,2.0,20,0.0,0.0,13,중간
무료파일변환,120,0.9,5.89,10,0.0,0.0,1,중간
STEP파일열기,60,0.3,0.51,< 10,0.0,0.0,3,높음
SLDPRT파일,30,0.7,2.18,< 10,0.0,0.0,3,높음
PDFDXF변환,10,0.0,0.0,< 10,0.0,0.0,1,중간
3D도면보기,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
확장자변환,260,0.9,2.95,30,0.0,0.0,1,중간
.SAT,< 10,0.7,8.34,< 10,0.0,0.0,3,높음
.STP뷰어,20,0.0,0.0,< 10,0.0,0.0,3,높음
파일확장자변환,50,0.0,0.0,< 10,0.0,0.0,2,중간
파일컨버터,70,0.0,0.0,< 10,0.0,0.0,1,중간
캐드컨버터,290,0.0,0.0,20,0.0,0.0,3,높음
금형설계,680,4.0,0.6,740,10.3,1.45,15,높음
DWGTRUEVIEW다운,60,0.0,0.0,< 10,0.0,0.0,2,중간
DWGTRUEVIEW한글판,10,0.3,2.18,< 10,0.0,0.0,3,높음
3DMODELING,110,0.3,0.25,30,0.3,0.93,15,높음
캐드프로모션,10,0.7,6.07,< 10,0.0,0.0,3,높음
AUTODESKDWGTRUEVIEW,150,0.0,0.0,10,0.0,0.0,3,높음
캐드네트워크,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
PDFDWG,290,0.0,0.0,20,0.0,0.0,3,높음
캐드무료체험판,20,0.0,0.0,< 10,0.0,0.0,3,높음
캐드무료설치,10,0.7,4.45,< 10,0.0,0.0,3,높음
캐드도면PDF,180,0.0,0.0,80,0.0,0.0,3,높음
캐드파일용량줄이기,110,0.0,0.0,10,0.0,0.0,3,높음
전장부품,1220,2.1,0.18,1490,0.5,0.04,9,중간
도면뷰어,150,0.2,0.14,10,0.0,0.0,15,높음
오토캐드리습,1040,0.7,0.07,210,1.0,0.49,3,높음
기계도면,290,0.9,0.3,180,0.3,0.19,15,높음
3DM파일,120,0.0,0.0,10,0.0,0.0,3,높음
권영기법률사무소,20,0.7,3.18,10,0.0,0.0,3,높음
캐드무료뷰어,20,0.0,0.0,< 10,0.0,0.0,3,높음
무료뷰어,100,0.0,0.0,< 10,0.0,0.0,3,높음
PDF로변환,680,0.0,0.0,200,0.0,0.0,3,높음
리습,800,0.3,0.05,250,0.0,0.0,3,높음
CAD리습,220,0.0,0.0,10,0.0,0.0,3,높음
모바일캐드,50,0.6,1.12,150,0.0,0.0,12,중간
PDF를CAD로변환,30,0.0,0.0,< 10,0.0,0.0,3,높음
3DM,210,0.0,0.0,80,0.0,0.0,3,높음
파일형식변환,120,0.0,0.0,10,0.0,0.0,2,중간
PDFCAD,130,0.0,0.0,30,0.0,0.0,3,높음
CAD무료,90,0.1,0.16,10,0.0,0.0,14,높음
캐드내용증명,20,0.0,0.0,10,0.0,0.0,14,높음
AUTOCAD영구라이센스,10,0.0,0.0,< 10,0.0,0.0,3,높음
DWGFASTVIEW,1750,5.6,0.34,450,0.3,0.08,11,중간
BIM물량산출,10,0.7,4.45,< 10,0.0,0.0,3,높음
IFC파일,50,0.0,0.0,20,0.0,0.0,3,높음
RASTERDESIGN,10,0.0,0.0,< 10,0.0,0.0,3,높음
DWG파일보기,30,1.2,3.07,< 10,0.0,0.0,3,높음
MCLICK,10,2.0,10.53,< 10,0.0,0.0,3,높음
AUTO캐드,120,0.0,0.0,20,1.0,4.35,3,높음
CAD파일변환,20,0.3,1.34,< 10,0.0,0.0,3,높음
오토캐드클래식,2730,0.0,0.0,410,0.0,0.0,3,높음
CAD종류,110,0.0,0.0,30,0.0,0.0,3,높음
ANSYSCFD,40,1.3,2.84,< 10,0.0,0.0,3,높음
PKG파일,700,0.0,0.0,130,0.0,0.0,2,중간
DWG무료,10,0.0,0.0,< 10,0.0,0.0,3,높음
캐드구입,30,0.8,2.03,10,0.0,0.0,14,높음
3DM뷰어,20,0.3,1.59,< 10,0.0,0.0,3,높음
X_T파일열기,10,0.3,2.23,< 10,0.0,0.0,3,높음
PDF를DWG로,30,0.0,0.0,< 10,0.0,0.0,3,높음
3D도면뷰,< 10,0.3,16.67,< 10,0.0,0.0,3,높음
3D도면2D변환,10,0.0,0.0,< 10,0.0,0.0,2,중간
TURBOCAD,< 10,0.0,0.0,< 10,0.0,0.0,1,중간
UARCH,< 10,1.0,12.5,< 10,0.0,0.0,1,중간
UNIMECH,10,0.4,3.58,< 10,0.0,0.0,3,높음
DWG프로그램,10,0.3,2.39,< 10,0.0,0.0,3,높음
변환프로그램,150,0.0,0.0,20,0.0,0.0,2,중간
IPT파일,100,0.4,0.4,20,0.0,0.0,3,높음
캐디안가정용,150,11.4,7.78,50,0.5,1.05,2,낮음
오토캐드내용증명,70,0.3,0.38,40,0.0,0.0,15,높음
오토캐드시험접수,10,0.0,0.0,< 10,0.0,0.0,3,높음
오토캐드드림설치,10,0.0,0.0,10,0.0,0.0,1,중간
무료캐드다운,10,0.3,2.44,< 10,0.0,0.0,3,높음
2D캐드프로그램,< 10,0.0,0.0,< 10,0.3,8.34,3,높음
캐디안2010,10,1.7,8.93,< 10,0.0,0.0,3,높음
CADIANPRO,20,0.3,1.67,< 10,0.0,0.0,3,높음
캐디안평가판,50,0.0,0.0,< 10,0.0,0.0,2,중간
케디안,< 10,0.1,5.0,< 10,0.3,4.17,10,중간
CADAN,10,0.6,4.77,10,0.0,0.0,2,중간
STEPVIEWER,40,0.0,0.0,< 10,0.0,0.0,3,높음
인텔리캐드,130,0.3,0.27,70,0.7,1.0,3,높음
큐캐드,20,0.7,2.54,< 10,0.0,0.0,3,높음
MECHANICALDESKTOP,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
AUTOCAD2002,10,0.0,0.0,< 10,0.0,0.0,3,높음
캐디안다운로드,20,0.0,0.0,< 10,0.0,0.0,2,중간
오토캐드2008설치,< 10,1.0,25.0,< 10,0.0,0.0,1,중간
캐드도면뷰어,80,0.0,0.0,< 10,0.0,0.0,3,높음
CADIAN2010,10,0.7,5.27,< 10,0.0,0.0,3,높음
캐디안2014,10,1.7,11.12,< 10,0.0,0.0,3,높음
캐드공문,20,0.0,0.0,10,0.0,0.0,15,높음
STL변환,30,0.0,0.0,< 10,0.3,3.71,3,높음
UNICAD,10,0.0,0.0,< 10,0.0,0.0,2,중간
캐디안캐드,50,1.5,2.61,10,0.0,0.0,3,낮음
GW캐드,20,0.7,3.18,< 10,0.7,9.53,3,높음
DWG변환,160,0.0,0.0,20,0.0,0.0,3,높음
CADIAN,610,2.1,0.36,130,0.3,0.2,13,중간
CATPART파일,30,0.0,0.0,< 10,0.0,0.0,3,높음
설계도면프로그램,20,0.0,0.0,30,0.0,0.0,8,중간
오토캐드360,40,0.7,1.41,20,0.3,1.54,3,높음
ㅋㅈㅊㅁㅇ,20,0.0,0.0,< 10,0.0,0.0,3,높음
무료3D캐드,30,0.3,1.05,10,0.0,0.0,3,높음
캐디안2017,20,1.2,5.22,< 10,0.0,0.0,5,중간
UCAD,< 10,2.0,100.0,< 10,0.0,0.0,1,중간
캐드2015,50,0.3,0.61,20,0.0,0.0,14,높음
드레프트사이트,10,1.0,9.1,< 10,0.0,0.0,3,높음
CADIAN2014,10,1.3,12.13,< 10,0.0,0.0,3,높음
OBJ파일변환,10,0.0,0.0,< 10,0.0,0.0,3,높음
솔리드에지,10,0.0,0.0,< 10,0.0,0.0,1,중간
프로덕트뷰,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
STPPDF변환,< 10,0.3,5.56,< 10,0.0,0.0,3,높음
ㅕㅎ,50,0.0,0.0,20,0.0,0.0,2,중간
모두뷰어,< 10,0.3,11.12,< 10,0.0,0.0,3,높음
PRODUCTVIEW,10,0.3,1.76,10,0.0,0.0,3,높음
카티아버전,80,0.0,0.0,20,0.0,0.0,3,높음
.MOD,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
3D뷰어무료,20,0.0,0.0,< 10,0.0,0.0,3,높음
IPT파일뷰어,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
MODVIEW가격,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
캐드프로그램추천,20,0.2,0.71,10,1.0,7.15,12,중간
캐드파일PDF,940,0.0,0.0,310,0.0,0.0,3,높음
캐드파일뷰,30,0.5,1.79,< 10,0.0,0.0,2,중간
캐드파일보기,70,0.0,0.0,< 10,0.0,0.0,1,중간
DWGPDF변환,3630,13.9,0.39,760,0.3,0.05,14,높음
IGS파일,290,0.0,0.0,90,0.0,0.0,3,높음
X_T파일,180,0.4,0.21,10,0.0,0.0,5,중간
캐드파일뷰어,200,0.2,0.09,20,0.0,0.0,12,중간
CADIAN2017,10,0.3,2.39,< 10,0.0,0.0,3,높음
PRT파일변환,10,0.3,2.39,< 10,0.0,0.0,3,높음
XPR파일,20,0.0,0.0,< 10,0.0,0.0,3,높음
카티아변환,20,0.7,3.34,< 10,0.0,0.0,3,높음
3DPDF파일,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
CGR파일,40,0.0,0.0,< 10,0.0,0.0,3,높음
DWGSTP변환,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
PDF파일캐드,70,0.0,0.0,20,0.0,0.0,3,높음
IGS파일변환,10,0.3,2.57,< 10,0.0,0.0,3,높음
PDF를캐드로,40,0.0,0.0,< 10,0.0,0.0,3,높음
PDF캐드변환,270,0.0,0.0,30,0.0,0.0,3,높음
