relKeyword,monthlyPcQcCnt,monthlyMobileQcCnt,monthlyAvePcClkCnt,monthlyAveMobileClkCnt,monthlyAvePcCtr,monthlyAveMobileCtr,plAvgDepth,compIdx
소형CNC,130,130,2.7,5.5,2.24,4.2,15,높음
CNC가공교육,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
레이저절단기,490,640,15.6,37.1,3.37,6.11,15,중간
컴퓨터응용밀링기능사,800,1010,1.3,4.7,0.17,0.49,15,중간
MCT자격증,40,110,0.1,0.0,0.25,0.0,11,중간
가공업체,100,60,2.2,1.0,2.25,1.7,15,높음
CNC학원,120,530,1.5,9.0,1.31,1.88,15,높음
프레스금형설계기사,30,50,0.4,0.0,1.08,0.0,8,중간
마스터캠,990,820,7.7,15.3,0.87,2.0,15,중간
특수볼트,360,350,25.2,30.0,7.36,9.32,15,중간
CNC제작,30,60,0.8,1.3,2.09,2.12,12,중간
소형CNC조각기,80,150,2.6,7.5,3.14,5.18,15,높음
샤프트가공,80,40,6.0,0.8,8.22,1.98,15,높음
CNC자동선반,130,90,2.5,5.0,2.04,5.62,15,높음
CNC선반프로그램,130,120,0.0,0.3,0.0,0.31,3,높음
델타인버터,230,210,8.1,20.8,3.66,10.43,15,높음
환봉가공,50,40,2.4,0.7,4.57,1.97,14,높음
MCT학원,20,30,1.2,2.7,5.91,7.62,14,높음
아크릴가공,1120,980,41.9,40.5,4.11,4.48,15,중간
위탁교육,1000,2150,2.4,22.3,0.27,1.13,15,높음
금형기술사,260,490,0.6,1.7,0.28,0.37,3,낮음
밀링가공,370,230,1.5,0.5,0.44,0.24,15,중간
SUS가공,90,40,2.5,0.8,2.95,2.15,15,높음
기계가공,310,230,2.0,3.3,0.72,1.48,15,중간
중고CNC조각기,130,180,8.3,7.8,6.48,4.41,14,높음
테프론가공,240,190,9.6,4.0,4.39,2.28,15,높음
CNC선반학원,10,30,1.4,2.3,8.34,8.66,6,중간
기계부품,260,170,5.9,6.3,2.42,3.99,15,높음
기계교육,30,10,0.4,0.0,1.5,0.0,7,중간
정밀,840,2040,1.5,0.3,0.2,0.02,15,높음
CNC복합기,110,120,1.9,1.3,1.88,1.09,15,높음
미니CNC조각기,70,130,1.4,0.0,2.07,0.0,14,높음
CAD/CAM,230,90,0.4,0.0,0.19,0.0,15,높음
부품가공,70,30,4.1,2.0,5.83,6.25,15,높음
CNC가공기,40,30,0.3,0.3,0.93,0.87,15,높음
사출금형설계,120,60,0.5,0.5,0.46,0.8,15,높음
수원CAD,< 10,< 10,0.1,0.7,3.34,11.12,15,높음
수원CAD학원,10,10,0.5,0.3,3.89,2.23,15,높음
CNC선반가공,160,260,1.9,3.8,1.31,1.57,15,높음
CAD국비지원,30,40,0.3,2.3,1.29,5.99,15,높음
알루미늄가공,620,420,15.3,8.5,2.72,2.2,15,높음
마스타캠,60,40,1.2,0.3,1.82,0.88,14,높음
레이저마킹기,1970,1430,34.3,42.8,1.93,3.33,15,중간
CNC가공프로그램,30,60,0.8,0.3,2.5,0.53,8,중간
판넬절단기,110,450,5.6,5.0,4.92,1.15,10,중간
CNC업체,40,50,0.9,4.7,2.63,9.73,15,높음
오토캐드강의,210,90,1.9,1.3,0.97,1.46,15,높음
사각파이프조인트,990,1880,29.9,117.7,3.28,6.71,13,중간
금속가공업체,40,30,1.4,0.0,3.41,0.0,15,높음
아크릴표찰,380,260,15.3,16.0,4.08,6.64,15,높음
자동선반가공,20,< 10,1.5,0.0,8.0,0.0,14,높음
마스터캠인강,10,10,2.0,1.0,22.23,10.0,3,높음
고3위탁교육,140,290,1.3,9.4,1.03,3.63,15,높음
CNC선반자격증,50,80,1.0,0.0,1.81,0.0,5,중간
LM가이드,1670,1050,21.9,17.3,1.47,1.78,15,중간
캐드교육,100,70,1.3,2.0,1.41,3.04,15,높음
MC나일론가공,30,10,1.7,1.0,4.63,5.89,15,높음
신주가공,20,10,0.6,1.0,2.73,7.15,15,높음
파이버레이저,350,270,3.5,9.0,1.02,3.43,15,높음
머시닝센터학원,< 10,10,0.2,0.0,1.97,0.0,6,중간
나무각인,210,510,3.9,10.7,1.93,2.29,15,높음
CNC공작기계,100,70,0.1,0.0,0.14,0.0,15,높음
목업제작,340,110,6.8,5.6,2.37,5.39,15,높음
아크릴수조,410,980,14.3,48.9,3.81,5.31,15,중간
선반가공업체,20,10,1.4,0.0,7.0,0.0,15,높음
레이저가공,1040,760,18.3,16.5,1.96,2.36,15,높음
아크릴받침대,550,970,8.1,34.5,1.62,3.96,15,높음
CNC커팅,40,30,0.7,1.3,1.71,3.81,15,높음
복합선반,30,20,0.1,0.0,0.44,0.0,15,높음
아크릴거치대,970,1220,22.3,69.7,2.57,6.06,15,중간
선반학원,< 10,10,1.3,0.0,33.34,0.0,2,중간
수원오토캐드학원,30,20,0.3,1.8,1.05,7.0,15,높음
합판CNC,80,70,2.2,1.3,3.03,2.16,15,높음
인써트,400,950,2.7,3.5,0.73,0.39,15,높음
컴퓨터응용가공산업기사실기,380,360,0.7,0.0,0.2,0.0,12,중간
TINYROBO,< 10,< 10,3.0,0.0,37.5,0.0,1,중간
대형CNC조각기,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
CNC라우터중고,< 10,< 10,1.0,0.0,20.0,0.0,1,중간
5축조각기,10,10,0.8,0.0,10.0,0.0,3,높음
인천CNC,20,30,1.0,0.0,4.35,0.0,3,높음
LM절단기,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
CNC목공기계,60,120,4.0,4.0,7.34,3.53,7,중간
알루미늄조각기,< 10,10,0.4,0.7,5.89,4.17,6,중간
CNC조각기중고,20,40,2.0,0.5,8.34,1.12,3,높음
레이저CNC,50,70,0.4,0.8,0.75,1.0,11,중간
CNCROUTER,20,10,0.2,0.4,0.69,3.45,6,중간
판넬커팅기,10,30,0.0,0.0,0.0,0.0,3,높음
부산CNC,60,120,0.5,0.3,0.89,0.28,15,높음
R가공기,< 10,10,0.7,1.7,33.34,16.67,3,높음
다이아커팅,20,50,0.6,0.0,3.45,0.0,3,낮음
CNC콘트롤러,< 10,< 10,0.0,2.0,0.0,40.0,2,중간
CNC컨트롤러,40,20,0.9,0.0,2.3,0.0,7,중간
리니어서보,20,20,0.2,0.0,0.88,0.0,10,중간
CNC조각기교육,10,< 10,0.8,0.0,8.7,0.0,3,높음
CNC각인기,10,10,0.3,0.4,2.28,4.17,3,높음
CNC날,30,60,0.5,0.0,1.66,0.0,9,중간
CNC밀링머신,50,40,0.7,0.3,1.35,1.05,14,중간
라우터기,60,90,0.2,0.3,0.32,0.36,10,중간
미니CNC,120,140,0.8,0.8,0.72,0.6,15,높음
명판기계,< 10,20,0.0,2.0,0.0,12.5,6,중간
아크릴제단기,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
ROUTER,980,1060,1.0,1.8,0.11,0.18,15,중간
목공라우터,90,120,0.6,0.0,0.7,0.0,12,중간
소형조각기,60,100,1.5,0.7,2.63,0.67,15,높음
목형기계,< 10,< 10,1.0,0.0,33.34,0.0,3,높음
다이아컷팅,60,140,0.3,0.8,0.5,0.55,15,높음
소형CNC밀링,10,< 10,0.7,0.0,6.67,0.0,3,높음
CNC컷팅기,10,< 10,0.2,0.0,0.99,0.0,13,중간
가공기,80,40,0.5,0.3,0.65,0.68,14,높음
C1CNC,< 10,< 10,4.5,1.0,50.0,50.0,2,낮음
CNC컷팅,50,60,0.8,2.3,1.64,3.82,15,높음
CNC부품,40,30,1.1,1.3,3.11,4.17,13,중간
CNC루터,10,10,0.2,0.5,2.64,2.78,10,중간
씨원씨앤씨,20,10,8.0,0.0,47.06,0.0,1,중간
아크릴CNC가공,50,50,2.7,1.3,5.56,2.73,15,높음
CNC조각,80,70,1.2,1.3,1.5,1.9,15,높음
CNC조각기추천,< 10,< 10,0.7,0.3,8.34,6.25,15,높음
3040CNC,< 10,10,0.3,0.0,6.67,0.0,3,높음
목공조각기,10,70,0.6,1.3,3.47,2.02,14,높음
아크릴CNC,170,130,8.5,6.3,5.76,4.99,15,높음
화낙CNC,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
CNC머신,100,80,0.9,0.8,1.09,1.09,15,높음
CNC커팅기,20,10,1.1,0.0,6.08,0.0,10,중간
알루미늄복합판넬가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
가죽레이저각인,70,140,1.1,1.0,1.66,0.75,12,중간
목재가공기,< 10,< 10,0.3,0.0,4.77,0.0,3,높음
스티로폼조각기,30,30,1.8,0.3,6.02,0.98,6,중간
ALLCNC,1350,1940,1.7,0.3,0.14,0.02,4,낮음
자작CNC,50,30,0.3,0.0,0.58,0.0,13,중간
5축고속가공기,< 10,< 10,0.4,0.0,7.7,0.0,3,높음
오축가공,10,10,0.3,0.0,3.05,0.0,15,높음
CNC레이저,60,60,1.0,0.3,1.86,0.56,15,높음
목형가공기,< 10,< 10,0.7,0.0,16.67,0.0,3,높음
나무가공기,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
목형가공,< 10,10,0.0,0.0,0.0,0.0,3,높음
알루미늄가공기,10,10,1.4,0.0,15.07,0.0,8,중간
3D조각기,20,20,0.9,0.3,4.45,0.93,15,높음
목재CNC,350,270,12.5,17.5,3.88,6.76,15,높음
미니조각기,100,230,1.1,0.0,1.22,0.0,15,높음
목공CNC,240,500,9.2,39.0,4.2,8.83,15,높음
5축가공기,230,150,3.4,8.8,1.62,5.76,15,높음
알루미늄CNC가공,150,130,3.5,1.8,2.48,1.48,15,높음
폼컷팅,< 10,10,0.3,1.0,4.77,9.1,3,높음
폼커팅기,20,10,0.6,0.0,3.08,0.0,3,낮음
EPS조각,< 10,< 10,0.3,0.3,5.8,4.77,14,높음
EPS조각기,< 10,< 10,1.1,0.3,15.0,6.67,3,높음
CNC조각기가격,< 10,< 10,0.0,1.0,0.0,14.29,15,높음
CNC공작,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
CNC목업,20,< 10,1.7,0.3,9.26,5.56,3,높음
CNC목재가공,30,30,2.4,0.7,9.24,1.63,15,높음
5축가공,350,180,5.9,2.5,1.76,1.49,15,높음
목공용CNC,20,50,1.7,0.3,6.67,0.66,14,중간
다이아컷팅기,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
레이저스카시,10,10,0.7,0.0,3.71,0.0,15,높음
사무실표찰,160,90,6.4,4.7,4.33,5.19,15,높음
중고조각기,30,40,2.9,0.3,9.84,0.86,10,중간
알미늄가공기,< 10,< 10,0.3,0.0,4.77,0.0,3,높음
절단기계,20,30,0.3,0.0,1.24,0.0,15,높음
부산절단,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
부산밴딩,< 10,10,0.0,0.0,0.0,0.0,1,중간
부산CNC선반,< 10,< 10,0.7,0.0,16.67,0.0,3,높음
부산CNC가공,20,150,1.2,1.3,4.31,1.0,10,중간
부산벤딩,10,10,4.0,0.0,26.67,0.0,1,중간
평판커팅기,130,80,4.3,5.5,3.39,7.15,15,중간
금속조각기,20,40,1.0,1.0,3.75,2.23,13,중간
알루미늄CNC,80,90,2.9,2.0,3.34,2.33,14,높음
레이저관,< 10,30,0.0,0.0,0.0,0.0,3,높음
TURNINGCENTER,10,< 10,1.0,0.0,7.15,0.0,1,중간
CNC절단기,30,20,1.0,0.7,3.23,2.67,12,중간
5축가공업체,40,< 10,2.7,0.0,6.68,0.0,15,높음
금속CNC,30,30,1.4,0.0,3.99,0.0,11,중간
KF6700,< 10,10,2.0,0.0,50.0,0.0,1,중간
CNC보링,10,20,0.0,0.0,0.0,0.0,3,높음
CNC터닝,20,40,0.4,0.0,2.13,0.0,10,중간
5축CNC조각기,< 10,< 10,0.7,0.0,66.67,0.0,3,높음
철판CNC,10,10,0.5,0.0,4.17,0.0,2,중간
아크릴가공기계,< 10,< 10,1.4,0.0,20.49,0.0,12,중간
LASER,1950,2990,1.7,1.7,0.1,0.06,15,중간
명판조각기,10,10,0.3,0.7,2.39,5.56,13,중간
NC선반,190,180,0.5,3.3,0.26,1.99,15,높음
5축CNC,60,70,1.4,1.8,2.42,2.58,15,높음
부산MCT,10,20,0.3,0.3,2.09,1.59,3,높음
아크릴절단기,70,160,0.6,3.8,0.87,2.57,15,높음
중국CNC,10,10,0.0,0.0,0.0,0.0,3,높음
탑툴,20,90,0.0,0.0,0.0,0.0,3,높음
아크릴조각기,10,40,0.2,0.3,1.34,0.74,15,높음
CNC앤드밀,10,< 10,0.0,0.0,0.0,0.0,3,높음
소형레이저조각기,60,130,2.7,4.0,4.21,3.45,14,높음
화이버레이저,130,90,2.7,3.8,2.29,4.37,15,높음
레이저컷팅,610,830,7.4,12.0,1.35,1.55,15,높음
아크릴가공기,20,10,0.5,0.0,2.16,0.0,13,중간
레이져컷팅기,< 10,10,0.1,0.0,1.34,0.0,15,높음
레이져절단기,100,180,4.0,11.0,3.95,6.63,15,중간
플라즈마컷팅기,10,20,1.0,0.7,6.82,2.99,3,높음
화이버레이저용접기,< 10,< 10,1.2,0.0,30.0,0.0,3,높음
파이버레이져,< 10,< 10,0.0,0.0,0.0,0.0,12,중간
FIBER레이저,10,< 10,0.0,0.0,0.0,0.0,10,중간
파이버레이저커팅기,10,< 10,0.0,0.0,0.0,0.0,3,높음
파이버레이저컷팅기,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
세라믹절단,20,20,0.6,0.7,2.99,3.71,10,중간
CNC머시닝센터,60,30,0.0,0.0,0.0,0.0,4,낮음
CNC정밀가공,10,< 10,0.7,0.0,4.17,0.0,15,높음
컷팅기,740,1600,2.6,14.0,0.39,0.93,15,높음
복합CNC,20,10,1.0,0.0,3.85,0.0,15,높음
델타로봇,180,60,3.0,0.5,1.68,0.82,15,중간
명판타각기,20,10,0.6,1.0,2.95,7.7,11,중간
5면가공기,40,20,2.3,0.0,5.31,0.0,3,높음
나무조각기,10,40,0.0,0.0,0.0,0.0,13,중간
파이버레이저마킹기,80,30,0.8,1.0,1.04,3.23,13,중간
델타서보모터,< 10,< 10,1.9,2.1,23.53,26.67,2,낮음
금속컷팅기,20,30,0.4,0.0,1.91,0.0,14,높음
레이져컷팅,< 10,10,0.3,0.0,4.45,0.0,15,높음
FIBERLASER,100,20,0.7,0.0,0.8,0.0,15,높음
소형공작기계,30,50,2.3,4.7,7.3,8.98,15,높음
보은기업,< 10,10,0.0,0.0,0.0,0.0,0,낮음
알미늄판가공,< 10,10,0.3,0.3,8.34,3.34,3,높음
알루미늄인쇄,70,40,4.3,1.8,6.63,4.17,15,높음
ABS도장,10,10,0.0,0.0,0.0,0.0,3,높음
학생작품,30,10,1.0,0.0,3.34,0.0,15,높음
ABS가공,30,10,1.4,0.3,3.67,2.09,14,높음
레이져장비,10,10,0.3,1.0,3.67,5.27,14,높음
마작기계,30,160,0.0,1.4,0.0,0.97,2,중간
야마자키마작,90,70,1.3,0.0,1.47,0.0,3,높음
화이버레이져,< 10,< 10,0.1,0.0,6.67,0.0,15,높음
각인기계,90,170,0.6,6.8,0.74,4.25,13,중간
레이저커팅업체,30,20,0.6,0.0,2.5,0.0,15,높음
레이저컷팅업체,10,10,0.5,0.7,3.59,4.45,15,높음
레이저절단,450,400,9.1,10.8,2.2,2.85,15,중간
레이져커터,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
레이저커터,210,230,0.9,1.5,0.46,0.66,15,높음
목재기계,< 10,40,0.5,3.0,6.78,7.7,8,중간
메이커스페이스장비,10,< 10,0.0,0.0,0.0,0.0,3,높음
레이저재단기,50,100,1.0,4.3,1.88,4.09,15,높음
레이저설비,10,< 10,0.0,0.0,0.0,0.0,3,높음
아크릴각인기,20,30,0.7,1.3,4.0,4.29,3,높음
나무가공기계,< 10,20,0.7,0.0,13.34,0.0,3,높음
나무레이저각인,70,120,1.7,1.0,2.36,0.93,15,높음
레이저각인기계,20,40,0.9,2.5,3.3,5.3,13,중간
레이저기계,120,430,1.7,12.0,1.45,2.86,15,높음
가죽각인기,60,150,0.3,0.5,0.45,0.35,11,중간
소형레이저절단기,10,20,0.5,0.0,3.19,0.0,14,높음
레이져재단기,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
레이져기계,< 10,< 10,0.0,0.3,0.0,5.0,15,높음
아크릴커팅기,60,80,0.4,0.0,0.76,0.0,15,높음
아크릴레이져,< 10,< 10,0.1,0.0,3.34,0.0,15,높음
레이져커팅기,< 10,20,0.0,0.0,0.0,0.0,15,높음
레이저업체,30,20,0.4,1.0,1.09,3.85,15,높음
아크릴레이저,220,250,6.1,9.0,3.1,3.68,15,높음
무한상상실,460,500,0.7,0.3,0.16,0.08,11,중간
금속레이저각인기,60,160,0.9,0.8,1.54,0.53,13,중간
금속레이저가공,20,20,0.3,1.0,1.41,3.45,15,높음
레이저가공업체,30,10,1.3,1.5,4.3,9.38,15,높음
나무레이저마킹,< 10,20,0.3,0.7,5.69,2.78,15,높음
레이져각인업체,< 10,10,0.2,0.3,5.67,3.34,13,중간
레이져가공,10,< 10,0.3,0.0,2.67,0.0,15,높음
레이저마킹가격,< 10,< 10,0.0,0.3,0.0,4.17,15,높음
미니레이저각인기,80,140,0.2,1.0,0.31,0.66,13,중간
소형레이저각인기,620,1520,4.5,24.3,0.8,1.74,15,중간
CO2레이져,< 10,< 10,0.0,0.0,0.0,0.0,15,높음
화이버마킹기,< 10,< 10,0.3,0.0,9.68,0.0,10,중간
명판조각,40,20,1.6,0.0,4.74,0.0,15,높음
레이저제작,10,< 10,0.4,0.0,3.45,0.0,11,중간
LASERCUTTING,50,20,0.5,0.0,0.97,0.0,13,중간
CO2레이저,400,630,3.3,5.8,0.91,1.0,15,높음
레이저커팅,1120,1350,12.1,16.8,1.19,1.35,15,높음
조각기계,10,30,0.3,0.3,2.39,0.88,9,중간
레이져조각기,< 10,< 10,0.1,0.0,1.34,0.0,15,높음
레이저조각,90,120,1.5,5.3,1.71,4.73,15,높음
목재커팅,30,60,0.6,0.8,1.99,1.06,14,높음
레이져가공기,20,< 10,1.5,0.0,8.08,0.0,15,높음
금속마킹,30,40,0.6,0.8,1.82,1.71,15,높음
레이져인쇄기,< 10,< 10,0.1,0.0,6.67,0.0,15,높음
레이져커팅,10,10,0.1,0.7,1.21,4.77,15,높음
소형가공기,< 10,< 10,0.8,0.3,9.38,4.77,4,낮음
파이버마킹기,10,10,0.4,0.3,5.0,4.77,9,중간
레이저타공,100,120,1.9,4.3,2.02,3.73,14,높음
금속커팅,30,40,0.8,2.0,2.53,5.41,14,높음
소형레이저,20,50,0.6,0.0,2.18,0.0,15,높음
레이저마킹기계,< 10,< 10,0.1,0.0,6.67,0.0,15,높음
오면가공기,100,60,1.3,4.3,1.44,6.25,15,높음
레이져마킹기계,< 10,< 10,0.3,0.0,33.34,0.0,15,높음
아크릴레이저마킹,< 10,< 10,0.2,0.0,1.7,0.0,13,중간
LASERMARKING,60,20,0.6,0.0,1.0,0.0,15,높음
레이저가공기,200,140,2.7,3.8,1.44,2.93,15,높음
원단컷팅기,50,70,1.0,0.0,2.03,0.0,15,높음
CNC가스절단기,20,10,0.2,0.0,0.84,0.0,5,중간
원단커팅,20,40,0.4,0.8,1.83,1.75,14,높음
레이저마킹기가격,20,< 10,0.0,1.0,0.0,14.29,15,높음
CW5200,10,10,0.0,0.0,0.0,0.0,2,중간
유캔캠,< 10,10,1.0,0.0,25.0,0.0,1,중간
유리레이저,20,40,0.6,0.0,3.58,0.0,2,중간
화이버각인기,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음
레이저교육,10,< 10,0.5,0.0,5.0,0.0,2,중간
조각기부품,< 10,10,0.4,0.0,12.5,0.0,3,높음
UCANCAM,60,20,6.0,0.0,15.39,0.0,1,중간
코사인전시회,110,120,0.0,0.0,0.0,0.0,1,중간
무늬목가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
CNC조각기수리,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
레이저마킹업체,10,< 10,1.0,0.0,7.15,0.0,15,높음
레이져각인기,640,1580,11.4,27.0,1.94,1.95,15,중간
레이져인쇄,< 10,< 10,0.0,0.0,0.0,0.0,15,높음
LASERCLEANING,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
레이저튜브,40,20,1.0,0.3,2.19,1.52,7,중간
엔드밀의모든것,60,80,1.8,0.7,3.43,0.89,5,중간
대구레이저마킹,10,20,0.5,0.3,3.79,1.67,9,중간
레이저마킹프로그램,< 10,< 10,0.0,0.0,0.0,0.0,2,중간
레이저마크,10,20,0.0,0.0,0.0,0.0,2,중간
반도체레이저,90,50,0.3,1.0,0.35,2.0,15,높음
마킹레이저,< 10,< 10,0.3,0.0,8.58,0.0,12,중간
소형레이저마킹,10,< 10,0.0,0.0,0.0,0.0,3,높음
알루미늄레이저마킹,10,10,0.3,0.0,2.78,0.0,3,높음
플라스틱레이저마킹,10,10,0.1,0.0,0.53,0.0,15,높음
컬러레이저마킹,< 10,< 10,0.4,0.0,7.15,0.0,3,높음
청주레이저마킹,< 10,< 10,0.7,0.7,13.34,12.5,3,높음
창원레이저마킹,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
소형레이저마킹기,160,120,1.3,5.7,0.91,4.68,15,높음
금형산업기사,30,30,0.0,0.0,0.0,0.0,3,높음
오토캐드동영상강의,10,< 10,0.7,0.0,8.15,0.0,15,높음
캐드무료강좌,10,< 10,0.1,0.0,0.41,0.0,14,높음
캐드기능사,170,210,0.2,0.0,0.09,0.0,13,중간
금형기능장,20,30,0.0,0.0,0.0,0.0,1,중간
트로텍,60,40,2.1,1.8,3.65,4.1,5,중간
KJTECH,20,10,0.0,0.0,0.0,0.0,0,낮음
화이버레이저마킹기,20,< 10,0.3,1.0,0.92,33.34,15,높음
레이저마커,50,30,0.5,0.0,0.97,0.0,14,높음
레이저에칭,40,10,1.3,0.0,2.73,0.0,10,중간
레이저커팅기가격,10,10,0.5,0.3,4.33,2.78,14,높음
정밀레이저,< 10,< 10,0.3,0.0,6.67,0.0,3,높음
LASER가공,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
레이저가공장비,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
서보제어,110,60,0.0,0.7,0.0,1.02,3,높음
델타터치,10,10,0.3,1.3,3.34,9.53,3,높음
레이저재단,80,100,0.9,4.0,1.16,4.17,15,높음
각인기,620,1360,3.9,11.3,0.68,0.92,15,높음
고무활자,20,10,0.7,0.3,3.41,2.0,4,낮음
레이져각인,10,20,0.1,0.0,1.03,0.0,15,높음
중고레이저,30,50,0.9,1.5,2.29,2.84,15,높음
델타서보,10,10,0.8,0.3,5.75,1.97,6,중간
수원자바,10,20,0.0,0.0,0.0,0.0,15,높음
UV레이져,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
레이저커팅기추천,20,< 10,0.1,0.8,0.38,7.5,15,높음
CO2레이저마킹,10,< 10,0.2,0.0,1.89,0.0,12,중간
CO2마킹기,< 10,10,0.5,0.4,7.41,2.95,8,중간
알루미늄용접,850,2260,5.6,48.5,0.72,2.29,15,높음
LASERLAB,< 10,< 10,0.0,0.0,0.0,0.0,1,중간
전선피복탈피기,40,130,0.7,1.8,1.73,1.43,14,높음
용접검사,240,200,1.7,2.5,0.77,1.39,15,높음
레이저탈피기,< 10,< 10,3.0,0.0,100.0,0.0,1,중간
대전레이저마킹,10,< 10,0.3,0.0,2.2,0.0,7,중간
서보,590,920,0.7,0.5,0.13,0.06,15,높음
레이저마킹,960,680,9.3,12.5,1.07,2.04,15,중간
CNC모형절단기,< 10,< 10,0.3,0.0,11.12,0.0,3,높음
소형레이져마킹기,< 10,< 10,0.0,0.5,0.0,12.5,15,높음
마킹,1310,2950,2.4,5.0,0.2,0.19,15,중간
CNC프라즈마절단기,< 10,< 10,0.4,0.0,5.89,0.0,7,중간
인식표각인기,< 10,10,0.0,1.0,0.0,8.34,2,중간
레이저스크라이빙,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
UV레이저,100,120,2.4,2.5,2.53,2.02,14,중간
레이져마킹기,< 10,< 10,0.3,0.3,6.67,5.0,15,높음
CNC수리,30,110,0.8,0.0,2.5,0.0,15,높음
CO2레이저마킹기,20,10,0.7,0.0,3.53,0.0,15,높음
UV레이저마킹기,10,30,2.1,2.0,11.25,5.31,8,중간
금속레이저마킹기,280,190,2.7,4.9,1.13,2.7,15,높음
레이저조각기추천,< 10,10,0.3,1.3,5.41,8.93,15,높음
서보드라이브,180,100,1.0,1.0,0.58,1.0,15,높음
원단재단기,230,640,4.7,24.0,2.21,4.09,15,높음
엔드밀제작,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
EMC-11,< 10,< 10,0.0,0.0,0.0,0.0,3,높음
160GA4,20,< 10,0.0,0.0,0.0,0.0,3,높음
FS1400,< 10,< 10,0.0,0.7,0.0,14.29,2,중간
PAR30W,< 10,< 10,1.0,0.0,25.0,0.0,1,중간
NB-2LH,30,30,0.6,1.3,1.7,3.5,10,중간
MR8000,< 10,10,0.0,0.0,0.0,0.0,2,중간
LM317T,10,< 10,0.1,0.0,0.68,0.0,11,중간
