연관 검색어,PC 월간 검색수,PC 월평균 클릭수,PC 월평균 클릭률,모바일 월간 검색수,모바일 월평균 클릭수,모바일 월평균 클릭율,월평균 노출 광고수,경쟁 정도
레이저판금,30,2.0,7.06,20,0.7,3.08,5,중간
동판절단,10,0.4,3.97,< 10,0.0,0.0,11,중간
파이프벤딩,130,4.4,3.67,150,6.2,4.23,15,높음
레이저컷팅,440,4.2,1.08,480,8.9,1.98,15,높음
철물제작,100,3.8,4.23,140,12.7,9.98,15,높음
SUS가공,90,3.1,3.66,50,1.7,2.88,15,높음
스텐레스가공,40,1.8,4.1,50,2.7,5.68,15,높음
파이프조인트,460,10.5,2.52,820,23.0,3.14,15,높음
포인트간판,420,11.9,3.14,570,14.3,2.82,15,높음
알루미늄가공,590,13.2,2.39,540,13.2,2.65,15,높음
스텐주문제작,50,2.5,5.07,70,8.7,11.72,15,높음
함체제작,60,2.6,4.82,< 10,0.3,3.71,15,높음
철제프레임제작,100,3.8,4.42,170,13.3,8.84,15,높음
레이저가공업체,20,0.3,1.03,10,0.5,4.17,15,높음
철판용접,40,0.7,1.71,50,1.0,1.89,15,높음
콘솔데스크,380,17.1,5.22,410,43.2,11.49,15,높음
레이져절단기,90,2.9,3.34,180,11.7,6.37,15,높음
파이프레이저가공,70,5.1,6.94,30,3.3,10.87,15,높음
비철금속가공,< 10,0.2,2.44,< 10,0.0,0.0,14,높음
알미늄절단,10,0.1,0.92,30,0.0,0.0,14,높음
알루미늄제작업체,< 10,0.1,2.95,< 10,0.0,0.0,7,중간
벤딩,910,5.8,0.7,1400,16.3,1.27,15,높음
철재계단,240,11.0,4.89,440,25.7,6.21,15,높음
콘트롤박스,470,16.1,3.7,660,27.3,4.34,15,높음
파이프제작,60,2.3,3.6,100,2.7,2.9,15,높음
스테인레스가공,120,5.5,4.54,130,10.7,8.68,15,높음
철골계단,300,3.1,1.14,80,0.3,0.45,15,높음
철제제작,80,3.1,4.15,170,16.1,10.49,15,높음
레이저가공기,220,3.3,1.62,150,3.4,2.11,15,높음
철구조물,200,4.3,2.37,190,5.7,3.02,15,높음
판금제관,40,0.7,1.56,50,0.0,0.0,3,높음
레이져가공,< 10,0.0,0.0,< 10,0.0,0.0,15,높음
아마다절단기,10,0.1,1.04,< 10,0.0,0.0,11,중간
계단제작,110,4.1,3.81,290,18.4,6.66,15,높음
금속,1720,5.5,0.36,3110,17.7,0.62,15,높음
수배전반,1490,12.1,0.9,850,25.3,3.22,15,높음
자동화기계,290,14.2,5.45,320,13.6,4.77,15,높음
파이프랙,510,16.5,3.57,470,18.4,4.24,15,높음
알미늄가공,20,1.5,5.65,30,0.0,0.0,15,높음
고주파밴딩,80,6.3,7.68,30,0.3,0.74,6,중간
아마다샤링기,20,1.3,6.07,20,0.3,1.5,3,높음
프레임제작,150,3.4,2.47,200,11.2,5.88,15,높음
철골,1010,10.5,1.14,1130,26.2,2.46,15,높음
수배전반제조,< 10,0.7,9.53,< 10,0.0,0.0,3,높음
철판가공업체,10,0.8,9.81,10,0.8,7.32,13,중간
레이저절단절곡,30,0.6,1.78,30,0.0,0.0,15,높음
금속밴딩,20,1.4,6.56,30,0.0,0.0,3,높음
PLC,7930,11.9,0.17,8140,35.0,0.48,15,높음
레이저용접,420,3.5,0.91,500,12.3,2.66,15,높음
배전반,2510,9.5,0.42,2650,20.0,0.83,15,높음
전기함,260,4.0,1.7,490,9.7,2.04,15,높음
의료기기제작,30,1.2,3.88,20,1.3,4.94,15,높음
채널간판,1160,11.2,1.07,1490,33.5,2.49,15,높음
알루미늄레이저,20,0.3,1.18,30,0.0,0.0,14,높음
알루미늄원형파이프,70,2.2,3.53,60,0.3,0.53,13,중간
유압절단기,200,4.1,2.2,520,17.3,3.5,15,높음
갈바프레임,110,0.7,0.68,130,0.8,0.6,13,중간
잡철,160,1.9,1.32,320,3.5,1.18,15,높음
절단절곡,150,5.4,3.56,290,11.7,4.58,15,높음
철제가구제작,50,3.2,6.17,80,12.7,16.34,15,높음
금속절곡,70,1.5,2.13,60,0.0,0.0,13,중간
레이저임가공,10,0.1,1.03,< 10,0.0,0.0,15,높음
프레스금형,850,12.7,1.65,740,14.2,2.13,15,높음
가공업체,140,4.2,3.19,70,2.7,4.45,15,높음
철구조물제작,60,3.1,5.81,70,3.7,5.43,15,높음
간판프레임,40,0.7,1.87,50,0.0,0.0,13,중간
철판제조,10,0.0,0.0,10,0.0,0.0,3,높음
NCT절곡,10,0.4,2.78,10,0.0,0.0,3,높음
칠러제작,< 10,0.0,0.0,< 10,0.0,0.0,10,중간
장비프레임,< 10,1.0,25.0,< 10,0.7,9.1,1,중간
챔버용접,< 10,0.0,0.0,20,0.0,0.0,3,높음
진공챔버제작,10,0.6,6.25,< 10,0.0,0.0,14,높음
판금기계,10,0.9,4.97,10,1.0,6.25,9,중간
판금종류,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
키오스크판금,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
판금비용,30,0.1,0.27,160,0.0,0.0,13,중간
스텐파이프가공,80,3.5,4.51,140,2.3,1.71,12,중간
판금레이저,10,0.3,3.04,< 10,0.4,7.15,3,높음
판금집,10,0.5,4.77,10,0.5,5.27,2,중간
철판레이져,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
철판절단절곡,30,1.8,5.11,20,0.0,0.0,15,높음
레이저가공견적,< 10,0.3,8.89,< 10,0.3,25.0,15,높음
레이저컷팅가격,< 10,0.0,0.0,< 10,0.0,0.0,13,중간
절곡기계,20,1.3,9.53,10,0.0,0.0,3,높음
절곡프로그램,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
스틸절곡,< 10,0.3,4.77,10,0.0,0.0,3,높음
금속레이저컷팅,20,1.0,3.86,20,0.0,0.0,12,중간
레이저가공기술,< 10,0.3,11.12,10,0.7,8.0,3,높음
레이저미세가공,10,0.1,1.17,< 10,0.0,0.0,9,중간
레이저정밀가공,< 10,1.3,22.23,< 10,0.0,0.0,3,높음
로봇용접,80,0.4,0.59,180,1.0,0.61,14,높음
판금제조,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
레이져판금,< 10,0.4,10.0,< 10,0.4,11.12,3,높음
레이저컷팅비용,< 10,0.3,5.69,< 10,0.0,0.0,15,높음
파이프레이져가공,< 10,0.0,0.0,< 10,0.0,0.0,0,낮음
후판절단,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
레이져컷팅,< 10,0.3,13.34,< 10,0.3,4.77,15,높음
절곡가공,40,0.4,0.98,10,0.0,0.0,15,높음
레이저컷팅업체,< 10,0.0,0.0,< 10,0.0,0.0,15,높음
파이프레이져,< 10,0.1,2.23,< 10,0.7,13.34,15,높음
금속레이저가공,20,0.8,3.77,20,0.9,3.66,15,높음
스텐철판가공,< 10,0.3,4.77,< 10,0.5,5.0,3,높음
알루미늄부품,20,0.9,3.77,20,1.3,6.35,13,중간
파이프견적,< 10,0.3,3.34,< 10,0.5,8.34,15,높음
CNC절곡,20,0.0,0.0,30,0.0,0.0,3,높음
철박스제작,10,2.3,19.45,10,0.7,6.46,3,높음
NCT정밀판금,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
레이저장비,70,2.5,3.79,90,0.0,0.0,15,높음
철판홀가공,< 10,0.3,6.67,20,0.0,0.0,3,높음
금속레이저컷팅기,< 10,0.0,0.0,10,0.0,0.0,6,중간
절곡비용,10,0.0,0.0,10,0.0,0.0,3,높음
금속레이저커팅기,10,1.8,11.46,10,0.3,2.78,12,중간
스텐레스절단,10,0.1,0.36,50,0.0,0.0,15,높음
반도체장비제작,< 10,0.0,0.0,10,0.0,0.0,3,높음
철판레이저컷팅,10,0.0,0.0,10,0.3,2.09,3,낮음
차량용방향제디자인,< 10,0.0,0.0,10,0.0,0.0,3,높음
SUS밴딩,10,0.0,0.0,< 10,0.5,7.7,3,높음
기계프레임,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
기계커버,20,0.5,2.07,10,0.0,0.0,15,높음
기계카바,< 10,0.3,3.81,< 10,0.0,0.0,15,높음
금속레터링,< 10,0.0,0.0,20,0.0,0.0,1,중간
스텐밴딩,50,1.0,2.28,80,0.0,0.0,3,높음
스텐레이저커팅,< 10,0.7,18.19,10,0.7,3.71,3,높음
스틸폼,60,1.1,1.92,120,0.3,0.22,14,높음
NCT레이저,10,1.0,12.5,10,0.0,0.0,1,중간
김포레이저가공,< 10,0.0,0.0,< 10,0.3,11.12,3,높음
파이프절단업체,10,2.0,20.0,< 10,0.0,0.0,3,높음
스틸용접,< 10,0.0,0.0,10,0.0,0.0,3,높음
스텐가공업체,10,0.9,9.73,10,0.0,0.0,8,중간
절곡레이저,< 10,0.0,0.0,10,0.0,0.0,3,높음
김포절곡,10,0.3,3.71,< 10,0.0,0.0,3,높음
LASERCUTTING,40,0.9,2.24,10,0.3,2.09,14,높음
판가공,< 10,0.3,5.0,< 10,0.0,0.0,3,높음
철판절단,170,2.3,1.44,260,4.0,1.64,15,높음
철가공,70,2.5,3.58,110,5.0,4.47,15,높음
알미늄제작,10,0.0,0.0,20,0.0,0.0,10,중간
알미늄절곡,10,0.6,5.36,50,0.0,0.0,5,중간
판금용접,60,0.8,1.51,180,1.5,0.91,15,높음
철제테이블제작,20,1.9,10.18,50,4.0,8.17,15,높음
철재핸드레일,< 10,0.0,0.0,< 10,0.0,0.0,0,낮음
철판주문제작,60,2.5,4.48,70,3.3,4.91,11,중간
난간포스트,40,1.4,3.76,30,1.0,3.04,14,높음
금속테이블,40,1.0,2.4,70,0.3,0.33,13,중간
구로철판가공,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
부산철판제작,< 10,0.6,9.1,< 10,1.8,30.0,2,중간
부산철판절단,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
부산레이저,60,0.2,0.36,120,3.5,2.96,14,높음
부산절곡,30,4.8,14.44,20,1.0,3.62,3,높음
부산철판절곡,< 10,0.6,12.5,< 10,0.0,0.0,2,중간
부산금속제작,10,0.7,6.07,< 10,0.3,5.56,3,높음
베이스철판,30,0.7,1.92,30,0.0,0.0,12,중간
스테인레스프레임,20,0.7,3.05,50,1.0,2.23,12,중간
절곡업체,20,0.7,3.17,10,0.0,0.0,14,높음
소형레이저절단기,20,0.6,3.38,20,0.0,0.0,14,높음
판금설계,100,0.5,0.57,70,0.0,0.0,15,높음
금속글자,10,0.6,4.77,30,0.3,1.08,7,중간
절단업체,20,0.1,0.54,10,0.0,0.0,15,높음
스텐판절곡,20,1.3,7.41,30,0.4,1.27,3,낮음
파이프가공업체,10,0.1,1.13,< 10,0.0,0.0,15,높음
시화절곡,< 10,0.0,0.0,< 10,0.0,0.0,0,낮음
시화공단절곡,< 10,0.0,0.0,< 10,1.0,33.34,2,중간
금속각도절단기,110,1.3,1.54,410,9.3,2.44,14,높음
일산절곡,10,1.7,13.89,< 10,0.0,0.0,3,높음
파이버레이저컷팅기,< 10,0.7,13.34,< 10,0.0,0.0,3,높음
파이버레이저절단기,20,1.0,4.84,10,0.0,0.0,6,중간
금속가공기,10,0.0,0.0,< 10,0.0,0.0,3,높음
화이버레이저,140,1.8,1.36,110,7.9,6.53,15,높음
AMADA절곡기,< 10,0.3,4.17,< 10,0.0,0.0,3,높음
LASER,1860,1.6,0.1,3310,1.0,0.04,15,높음
레이져절곡,< 10,0.0,0.0,< 10,0.0,0.0,0,낮음
인천절곡,10,1.1,10.35,< 10,0.0,0.0,3,높음
알루미늄컷팅,20,0.1,1.05,50,0.0,0.0,15,높음
제조업,2860,3.7,0.15,3640,0.3,0.02,15,높음
무늬철판,430,17.1,4.3,390,19.7,5.33,15,높음
S45C철판,40,2.2,6.75,10,0.0,0.0,3,높음
SUS절곡,30,1.4,4.13,10,0.0,0.0,3,높음
절곡집,40,1.8,4.17,90,2.5,3.43,3,높음
갈바절곡,140,1.4,1.02,100,0.0,0.0,13,중간
부천레이저,20,0.4,2.1,40,0.0,0.0,14,높음
금속레이저커팅,20,0.4,1.74,20,1.0,4.55,14,높음
시흥레이저가공,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
철판레이저커팅,20,0.7,3.13,10,0.0,0.0,3,높음
철판제작업체,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
프레스제작업체,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
프레스금형가공,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
프레스금형제작업체,< 10,0.7,9.53,< 10,0.0,0.0,3,높음
프레스제작,30,1.2,4.17,10,1.7,13.89,15,높음
스테인레스레이저가공,< 10,1.1,18.75,10,0.0,0.0,3,높음
SUS레이저가공,< 10,0.4,4.17,< 10,0.0,0.0,3,높음
김해레이저가공,10,0.4,5.0,10,0.0,0.0,3,높음
울산철판가공,< 10,0.0,0.0,< 10,0.7,33.34,0,낮음
울산레이저절단,10,1.3,14.29,< 10,0.5,25.0,2,중간
대구절단절곡,< 10,1.5,21.43,10,0.0,0.0,2,중간
대구레이저절단,10,1.2,12.0,< 10,0.0,0.0,3,높음
절단,1070,0.7,0.07,1710,0.7,0.05,15,높음
대구절곡,20,0.5,2.44,50,0.8,1.89,2,중간
레이져컷팅기,< 10,0.0,0.0,< 10,0.3,3.13,15,높음
3D도면설계,10,1.3,8.89,< 10,0.0,0.0,3,높음
표면처리종류,20,0.6,2.5,10,0.0,0.0,2,중간
표면처리규격,10,0.0,0.0,< 10,0.0,0.0,1,중간
무산소동가공,< 10,1.0,12.5,< 10,0.0,0.0,1,중간
알루미늄선반가공,10,0.7,7.15,10,0.0,0.0,3,높음
성남절곡,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
정밀공업,30,0.0,0.0,30,0.0,0.0,3,높음
미세가공,10,0.0,0.0,10,0.0,0.0,3,높음
제주절곡,10,0.7,6.67,10,0.0,0.0,3,높음
파이프밴딩기,830,23.7,3.19,2170,70.1,3.54,15,높음
파이프절단기,470,17.7,3.92,1300,46.8,4.04,15,높음
레이져절단,< 10,0.1,4.45,< 10,0.0,0.0,15,높음
파이프벤딩기,210,5.2,2.74,320,11.4,3.59,15,높음
스테인레스CNC,< 10,0.8,16.67,< 10,0.0,0.0,1,중간
아크릴탭가공,< 10,0.5,8.34,< 10,0.0,0.0,2,중간
파이프컷팅기,70,1.1,1.56,150,9.3,6.73,15,높음
파이프커팅기,70,0.8,1.08,160,4.7,3.0,14,높음
파이프벤더,190,2.5,1.43,240,2.7,1.15,15,높음
커팅,580,0.3,0.06,1170,0.0,0.0,15,높음
SUS레이저,< 10,0.3,4.17,< 10,0.0,0.0,3,높음
경판가공,30,1.8,5.97,10,0.0,0.0,10,중간
부산파이프절단,10,0.0,0.0,< 10,0.0,0.0,3,높음
아크릴곡면가공,< 10,0.0,0.0,< 10,0.0,0.0,1,중간
부산스텐제작,10,1.1,6.78,10,0.7,3.93,7,중간
금속레이저절단,< 10,0.6,9.22,10,0.4,3.58,11,중간
알루미늄레이저가공,40,0.9,2.06,40,0.4,0.93,12,중간
스텐파이프절단,40,0.8,1.87,50,0.5,1.07,15,높음
육면가공,10,1.5,13.64,10,0.0,0.0,2,중간
파주철공소,< 10,0.7,13.34,30,0.0,0.0,3,낮음
금속벤딩,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
곡면가공,< 10,0.7,9.53,< 10,0.0,0.0,3,높음
레이저센터,140,7.9,6.01,90,2.5,2.92,7,중간
NC절곡기,< 10,0.7,10.0,10,0.0,0.0,3,높음
파이프형상가공,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
탭가공규격,20,0.0,0.0,20,0.0,0.0,2,중간
프라즈마가공,10,1.8,15.39,< 10,0.0,0.0,2,중간
홀가공업체,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
서스파이프규격,120,2.1,1.86,60,0.0,0.0,3,낮음
알루미늄후가공,< 10,0.3,5.56,< 10,0.0,0.0,3,높음
심가공,20,2.0,11.77,< 10,0.0,0.0,1,중간
성해산업,10,0.6,3.45,10,1.0,5.56,2,중간
SUS절단,10,0.1,0.4,10,0.3,3.34,15,높음
금속절단,70,0.0,0.0,130,1.0,0.81,15,높음
부산철판가공,< 10,0.4,4.0,10,0.6,4.77,3,높음
철판벤딩,40,1.7,4.29,20,0.0,0.0,13,중간
인천레이저가공,10,1.2,6.52,< 10,0.0,0.0,11,중간
주철용접,50,0.3,0.73,90,0.0,0.0,3,높음
알루미늄밴딩,60,2.9,4.5,40,1.0,2.23,11,중간
금속글씨,< 10,0.0,0.0,10,0.0,0.0,3,높음
철판절단기,160,2.8,1.83,500,14.7,3.24,15,높음
인테리어철판,40,0.3,0.64,90,0.3,0.38,11,중간
창원레이저절단,< 10,0.0,0.0,< 10,0.6,6.67,3,높음
스텐레스절곡,20,0.7,3.23,40,0.7,1.6,11,중간
창원레이저가공,< 10,0.7,16.67,< 10,0.0,0.0,3,높음
대구레이저가공,20,1.3,7.02,30,0.3,1.08,3,높음
레이저커팅기,1470,22.4,1.67,2470,44.3,1.9,15,높음
금속가공제품제조업,70,1.3,1.84,90,0.7,0.87,10,중간
철재제작,10,0.5,2.48,50,0.5,1.12,15,높음
알루미늄커팅,40,0.7,1.6,30,0.0,0.0,12,중간
시화레이저,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
레이저커터,120,0.5,0.51,170,5.7,3.4,15,높음
부산레이저절단,< 10,0.0,0.0,< 10,0.0,0.0,8,중간
대구철판가공,< 10,1.5,18.19,< 10,0.0,0.0,3,높음
남동공단레이저,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
함체,550,3.9,0.81,340,1.5,0.5,15,높음
부산절단절곡,< 10,0.7,13.34,< 10,0.8,16.67,3,높음
남양주레이저,< 10,0.2,10.0,< 10,0.0,0.0,5,중간
인천레이저,10,0.1,0.81,30,0.3,0.99,15,높음
스텐레스판,200,5.6,3.14,360,17.7,5.13,15,높음
레이져커팅기,< 10,0.0,0.0,10,0.0,0.0,15,높음
평판가공,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
스테인레스커팅,< 10,0.0,0.0,< 10,0.8,40.0,3,높음
스텐앵글,370,13.5,4.0,860,51.2,6.47,15,높음
스테인레스공예,< 10,2.0,50.0,10,0.0,0.0,1,중간
부산레이저가공,30,2.4,8.47,20,0.0,0.0,11,중간
부천레이저가공,< 10,0.3,5.0,< 10,0.0,0.0,3,높음
샤링절곡,10,1.0,7.7,30,0.4,1.43,3,높음
김해레이저절단,10,1.1,10.35,10,0.0,0.0,3,높음
레이져용접,130,1.9,1.54,180,3.7,2.12,15,높음
프레임용접,10,0.7,5.13,20,0.3,1.67,3,높음
플라즈마절단,110,0.7,0.69,90,0.0,0.0,15,높음
EGI판,50,1.3,2.86,10,0.7,3.71,9,중간
SUS체크플레이트,< 10,0.0,0.0,< 10,0.0,0.0,1,중간
알류미늄판,< 10,0.0,0.0,10,0.7,4.17,0,낮음
문래동절곡,< 10,1.0,100.0,10,0.0,0.0,1,중간
문래동철강,30,0.9,5.0,30,0.0,0.0,1,중간
철판덮개,30,0.0,0.0,40,1.2,2.74,3,낮음
절곡절단,10,0.3,2.23,20,0.8,4.66,3,높음
함석판,1650,27.4,1.8,5050,90.3,1.83,15,높음
체크발판,20,1.3,8.89,20,0.0,0.0,3,높음
철판경사로,20,1.9,12.5,< 10,0.0,0.0,3,높음
문래동철판,< 10,0.0,0.0,30,0.0,0.0,1,중간
각파이프절단,60,0.8,1.42,80,0.7,0.88,13,중간
스텐레이저가공,20,3.7,20.38,30,0.4,1.39,3,낮음
로링,140,0.4,0.27,330,0.3,0.11,14,높음
스테인레스인테리어,20,0.0,0.0,70,0.3,0.56,3,높음
철판임가공,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
인천레이저절단,< 10,0.7,11.77,< 10,0.0,0.0,3,높음
전원주택우체통,60,1.4,2.44,370,23.7,6.81,14,높음
철재인테리어소품,< 10,0.1,0.96,30,2.7,7.62,15,높음
알루미늄레이저절단,10,0.4,2.78,10,0.0,0.0,3,높음
휀스제작,30,1.0,3.04,30,3.0,10.35,15,높음
철용접,20,0.0,0.0,60,0.0,0.0,3,높음
시화공단레이저,< 10,0.4,4.77,< 10,0.0,0.0,3,높음
탭가공,300,2.1,0.73,230,1.8,0.8,15,높음
철제가공,10,1.3,6.77,30,1.0,3.49,7,중간
갈바철판,220,4.9,2.31,150,2.0,1.28,12,중간
스텐절단,70,0.4,0.62,200,0.5,0.26,15,높음
V커팅,70,0.8,1.07,70,0.3,0.45,13,중간
절단기가격,< 10,0.0,0.0,30,1.5,5.18,15,높음
절곡기날,30,4.1,13.7,40,2.9,7.7,5,중간
업체검색,220,2.5,1.27,80,2.0,2.74,15,높음
워키움,100,1.0,1.05,40,2.0,5.13,1,중간
경사로제작,40,1.8,4.74,40,2.0,5.72,14,높음
SUS체크판,10,0.8,6.9,< 10,0.0,0.0,2,중간
금속용접,20,0.1,0.71,40,0.7,1.81,15,높음
맨홀제작,50,1.8,3.81,10,0.6,5.72,15,높음
브이커팅,10,0.0,0.0,10,0.0,0.0,3,높음
원형파이프절단,10,1.7,21.06,10,0.0,0.0,2,중간
브이컷팅,20,0.0,0.0,40,0.4,1.06,3,높음
대형절곡,20,2.4,14.29,10,0.0,0.0,2,낮음
스텐판절단,10,1.5,18.75,20,1.9,16.0,4,낮음
철제발판,60,1.3,2.23,100,1.0,1.04,15,높음
스텐맨홀뚜껑,10,0.0,0.0,< 10,0.0,0.0,1,중간
평철제작,10,0.0,0.0,10,0.0,0.0,1,중간
사각맨홀,550,22.8,4.65,490,22.3,4.72,15,높음
스텐뚜껑,100,0.5,0.51,650,1.3,0.21,15,높음
안산레이저,30,0.1,0.43,60,0.0,0.0,8,중간
차량진입판제작,10,0.6,4.09,30,3.0,9.68,14,높음
자동문제작,20,1.0,4.54,20,1.7,6.18,14,높음
광주철판가공,< 10,0.7,11.12,< 10,0.0,0.0,3,높음
미끄럼방지철판,60,0.5,0.9,100,1.3,1.52,6,중간
수원레이저가공,10,0.4,3.1,< 10,0.0,0.0,8,중간
NCT펀칭,10,1.0,10.0,< 10,0.0,0.0,3,높음
아연도금강판,580,8.2,1.53,480,16.7,3.76,14,높음
철판롤링,30,0.9,3.14,10,1.1,7.9,10,중간
동판절곡,10,1.2,11.54,10,0.0,0.0,3,높음
금속작업,10,0.3,2.47,20,0.7,4.26,6,중간
EGI철판,120,2.0,1.75,60,2.7,4.38,14,높음
레이저절단가공,< 10,0.3,4.77,< 10,0.0,0.0,3,높음
한국특수레이져금속,< 10,2.0,25.0,< 10,0.0,0.0,1,중간
한국특수레이저금속,< 10,1.0,20.0,< 10,0.0,0.0,1,중간
한국특수레이져,< 10,0.5,6.67,< 10,0.0,0.0,2,중간
스텐절단절곡,20,1.0,4.17,40,0.7,2.09,3,높음
안산레이저가공,10,0.9,10.23,10,1.1,8.11,10,중간
문턱경사로,100,0.5,0.49,180,0.8,0.45,15,높음
앵글벤딩,10,0.3,3.34,< 10,0.0,0.0,3,높음
H빔밴딩,20,1.7,9.26,10,0.0,0.0,3,높음
V컷팅,220,2.9,1.43,200,5.0,2.54,15,높음
포천레이저,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
금형용접,20,0.3,1.39,20,0.0,0.0,3,높음
