연관 검색어,PC 월간 검색수,PC 월평균 클릭수,PC 월평균 클릭률,모바일 월간 검색수,모바일 월평균 클릭수,모바일 월평균 클릭율,월평균 노출 광고수,경쟁 정도
대전시제품제작,10,0.3,1.49,< 10,0.0,0.0,15,높음
시제품제작의뢰,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
2D그래픽,190,0.4,0.22,110,0.0,0.0,15,높음
3DCAD학원,< 10,0.2,10.0,< 10,0.0,0.0,15,높음
디자인외주,630,15.2,2.48,690,31.3,4.7,15,높음
강도계산,40,0.5,1.1,10,0.0,0.0,15,높음
근로자국비지원,90,0.3,0.36,120,0.3,0.29,15,높음
칫솔디자인,20,0.0,0.0,10,0.0,0.0,12,중간
정보처리기사자격증,940,0.8,0.09,1040,0.7,0.07,15,높음
국비지원주말,10,0.4,3.78,30,0.0,0.0,5,중간
SWACADEMY,40,0.0,0.0,10,0.0,0.0,3,높음
소프트웨어개발방법론,90,0.0,0.0,60,0.0,0.0,3,높음
소프트웨어개발교육,10,0.3,2.67,< 10,0.0,0.0,15,높음
소프트웨어강의,10,0.1,0.48,< 10,0.7,7.41,15,높음
모델링교육,10,0.6,5.46,< 10,0.0,0.0,15,높음
TDD,560,0.0,0.0,630,1.3,0.23,3,높음
SW강사,30,0.0,0.0,140,0.0,0.0,3,높음
ASW,170,0.0,0.0,330,1.0,0.32,3,높음
코딩플랫폼,10,0.0,0.0,10,0.0,0.0,3,높음
3D모델링알바,20,1.5,5.65,20,1.7,7.25,15,높음
3D영상업체,10,0.3,2.43,< 10,0.3,8.34,15,높음
3D프린터금형,20,0.3,1.2,20,0.0,0.0,3,높음
전시제품,90,1.7,1.95,190,16.2,9.03,15,높음
인테리어디자인설계,10,0.3,1.67,10,0.0,0.0,15,높음
3D알바,30,1.0,3.34,30,0.3,1.08,15,높음
정보통신기사학원,40,0.9,2.18,30,2.0,5.72,15,높음
3D배경그래픽,10,0.3,2.78,10,0.0,0.0,3,낮음
SUBSTANCEDESIGNER,80,0.3,0.41,10,0.0,0.0,3,높음
의료기디자인,< 10,0.2,5.0,< 10,0.0,0.0,15,높음
CSTSTUDIO,30,2.4,6.56,20,0.5,2.5,2,중간
3D프린터설계제작,10,1.7,9.26,20,0.0,0.0,3,높음
라이노3D,1690,1.9,0.12,850,3.7,0.45,15,높음
그래픽프로그램,2460,0.0,0.0,300,0.0,0.0,13,중간
기구제작,10,1.1,6.3,20,1.3,5.13,15,높음
플라스틱제품설계,10,0.3,2.23,20,0.3,1.52,15,높음
아이디어개발,40,1.2,2.56,30,0.0,0.0,15,높음
드라이기디자인,< 10,0.0,0.0,10,0.0,0.0,3,높음
인테리어3D작업,< 10,0.0,0.0,10,0.0,0.0,3,높음
제품디자인알바,< 10,0.3,4.17,< 10,0.3,16.67,12,중간
멀티미디어콘텐츠제작전문가실기,370,0.5,0.15,240,0.3,0.15,13,중간
기구설계디자인,< 10,1.0,16.67,< 10,0.0,0.0,3,높음
제품디자인포트폴리오,80,1.1,1.34,50,1.0,2.13,15,높음
제품디자인산업기사실기,30,0.0,0.0,20,0.0,0.0,3,높음
포트폴리오제작업체,< 10,0.1,1.12,< 10,0.0,0.0,15,높음
국비지원주말반,< 10,0.4,5.56,20,1.3,5.56,11,중간
게임그래픽디자인,50,0.2,0.35,60,0.0,0.0,15,높음
3D게임그래픽,20,0.1,0.27,10,0.0,0.0,15,높음
라이노외주,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
석고,2200,6.9,0.33,5190,49.3,1.01,15,높음
이온토앰플,10,0.0,0.0,50,0.7,1.45,3,높음
핫팩유니트,60,0.5,0.71,60,0.7,1.1,15,높음
.NET교육,< 10,0.0,0.0,< 10,0.0,0.0,3,낮음
제품디자인스튜디오,10,0.2,1.66,10,0.0,0.0,12,중간
캐드내일배움카드,< 10,0.2,2.73,10,0.0,0.0,14,높음
컴퓨터학원비용,70,0.3,0.39,560,11.8,2.16,15,높음
자바교육과정,< 10,0.1,2.23,< 10,0.7,13.34,15,높음
국비과정,50,0.1,0.12,90,0.3,0.39,15,높음
IT자격증학원,10,0.2,1.25,10,0.7,6.67,15,높음
완구디자인,20,0.0,0.0,10,1.0,7.15,3,높음
외주업체,440,1.6,0.38,430,4.0,0.99,15,높음
게임그래픽강의,< 10,0.1,2.23,< 10,0.0,0.0,15,높음
3D아이소,10,0.3,2.28,10,0.0,0.0,15,높음
절삭가공,790,3.1,0.41,430,3.5,0.86,15,높음
가전디자인,10,0.0,0.0,10,0.0,0.0,3,높음
게임그래픽,330,0.6,0.19,310,3.7,1.24,15,높음
산업기사시험일정,4480,0.8,0.02,11900,0.0,0.0,14,높음
주조해석,< 10,0.0,0.0,< 10,0.0,0.0,7,중간
라이노인터넷강의,< 10,1.0,16.05,< 10,0.0,0.0,14,높음
제품생산,90,0.3,0.38,50,0.3,0.7,15,높음
