연관 검색어,PC 월간 검색수,PC 월평균 클릭수,PC 월평균 클릭률,모바일 월간 검색수,모바일 월평균 클릭수,모바일 월평균 클릭율,월평균 노출 광고수,경쟁 정도
철판가공,550,13.6,2.62,900,25.5,3.03,15,높음
워터젯절단,50,2.0,3.55,20,2.0,7.41,11,중간
알루미늄절곡,200,2.8,1.42,200,6.0,2.99,15,높음
레이저컷팅,400,4.7,1.24,510,7.1,1.48,15,높음
가공자재,< 10,0.0,0.0,< 10,0.0,0.0,1,중간
아연철판,130,3.9,3.1,290,15.7,5.6,12,중간
SUS판,230,4.6,2.12,100,1.0,0.98,15,높음
CAM가공,20,0.1,0.33,20,0.3,1.97,13,중간
갈바철판가격,< 10,0.4,8.34,10,0.0,0.0,2,중간
가스켓가공,< 10,0.0,0.0,< 10,0.3,5.56,3,높음
구로철판가공,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
3D레이저가공,< 10,0.3,3.71,< 10,0.0,0.0,3,높음
기계제작의뢰,< 10,0.3,8.34,< 10,0.0,0.0,3,높음
대전철판가공,10,0.7,6.67,< 10,0.0,0.0,3,높음
알루미늄절단,130,1.8,1.41,220,2.7,1.33,15,높음
철강가격,1970,24.0,1.32,4300,100.3,2.52,15,높음
절단절곡,120,3.3,2.69,280,11.7,4.33,15,높음
레이저절곡,130,5.5,4.25,120,1.8,1.44,15,높음
석재가공,120,7.3,6.49,170,11.8,7.02,15,높음
CNC가공업체,100,3.7,3.71,70,6.7,8.78,15,높음
플라스틱절단,170,2.0,1.17,390,2.0,0.55,11,중간
타일가공,10,0.2,2.46,20,1.7,7.94,12,중간
테프론가공,210,11.1,5.35,240,5.7,2.63,15,높음
벤치레스,90,2.9,3.49,120,4.7,3.99,13,중간
소형레이저각인기,480,3.9,0.88,1470,11.7,0.87,15,높음
레이저각인기,2340,24.2,1.1,7240,91.0,1.35,15,높음
구미가공,< 10,0.7,11.12,< 10,0.0,0.0,3,높음
H-BEAM가공,< 10,0.3,6.67,< 10,0.0,0.0,3,높음
NC목업,< 10,0.3,11.12,< 10,0.0,0.0,3,높음
김포도금,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
경기도광주철강,10,0.4,3.13,10,0.0,0.0,2,중간
금속제조업체,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
금속레이저절단기,10,0.4,5.48,10,0.0,0.0,9,중간
WATERJET,120,0.3,0.22,90,0.0,0.0,15,높음
철판밴딩,110,2.4,2.18,100,1.3,1.35,14,높음
SUS환봉,140,6.1,4.42,50,0.5,1.07,13,중간
금속레이저커팅기,10,1.7,14.11,20,0.3,1.67,13,중간
DS워터젯,10,4.0,25.0,10,1.0,14.29,1,중간
서스파이프,280,8.2,3.13,280,13.7,5.18,15,높음
티타늄가공,120,5.7,4.93,110,7.4,6.71,15,높음
플라스틱가공,250,8.2,3.41,230,6.3,2.91,15,높음
금속절곡,70,1.5,2.11,50,0.0,0.0,13,중간
철강회사,440,4.6,1.1,1070,1.7,0.17,15,높음
레이저커팅기,1430,21.1,1.57,2480,46.0,1.98,15,높음
알루미늄밴딩,60,3.5,5.18,50,1.7,3.09,12,중간
스텐절단,70,0.5,0.76,200,0.5,0.27,15,높음
금속가공,510,9.4,1.9,540,14.3,2.76,15,높음
금속레이저커팅,20,0.7,2.9,20,1.0,4.17,14,높음
고주파벤딩,80,7.2,9.41,40,0.8,2.05,4,낮음
스폰지가공,70,4.4,6.42,40,6.0,13.87,15,높음
고무가공,60,2.5,4.03,40,0.9,2.55,15,높음
카본가공,50,1.1,2.33,50,0.7,1.2,15,높음
스테인리스강,420,1.5,0.39,430,3.7,0.91,12,중간
금속,1700,6.1,0.39,3130,18.3,0.64,15,높음
정밀판금,60,3.8,6.46,20,1.3,5.34,15,높음
레이저절단절곡,30,1.1,3.42,30,0.0,0.0,15,높음
레이저조각기,770,12.5,1.71,1110,27.5,2.65,15,높음
인천워터젯,20,0.3,1.24,30,0.0,0.0,3,높음
동판가공,40,1.7,3.98,30,0.0,0.0,14,높음
S20C,210,1.4,0.7,80,0.7,0.89,15,높음
V컷팅,210,2.9,1.46,190,5.0,2.71,15,높음
고무가스켓,430,9.9,2.54,580,9.0,1.66,15,높음
유리가공업체,20,1.3,5.32,30,3.1,10.98,8,중간
철계단,280,9.8,3.72,1200,49.0,4.43,15,높음
SUM24,30,2.0,8.34,< 10,0.8,11.77,3,낮음
레이저타공,70,2.4,3.14,130,11.0,9.25,13,중간
스텐계단,30,0.2,0.6,100,5.3,5.31,15,높음
흥성철강,90,9.5,10.57,100,3.6,3.88,1,중간
유리절단,150,1.1,0.74,520,7.3,1.52,14,높음
레이져가공,< 10,0.2,4.0,< 10,0.0,0.0,15,높음
실리콘가공,70,3.8,5.5,40,3.3,8.55,15,높음
환봉,2110,36.2,1.82,2190,65.0,3.17,15,높음
레이저절단기,390,12.2,3.22,680,32.0,4.98,15,높음
SUM22,60,8.0,13.18,10,1.8,11.12,4,낮음
김포워터젯,10,0.0,0.0,< 10,0.0,0.0,3,높음
철판레이저,50,1.0,2.43,50,0.7,1.41,12,중간
베어링강,170,2.4,1.41,110,0.3,0.31,9,중간
레이저센터,130,8.6,7.06,90,2.0,2.09,7,중간
나무가공,200,3.5,1.79,320,12.0,4.03,15,높음
금형제작,1320,33.9,2.75,1890,72.5,4.08,15,높음
DSWATER,60,2.2,4.19,20,0.0,0.0,7,중간
축가공,30,2.1,5.57,20,1.0,3.71,11,중간
거치대제작,40,1.6,3.64,50,2.3,4.5,15,높음
철가공,70,2.9,3.95,100,4.7,4.72,15,높음
파이프밴딩기,840,24.5,3.05,2220,77.6,3.74,15,높음
파이프절곡,60,0.9,1.46,90,1.0,1.15,14,높음
파이프절단,180,2.1,1.18,210,2.8,1.37,15,높음
철판벤딩,50,2.7,5.67,20,0.7,3.34,14,높음
STS가공,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
대리석절단,50,0.5,0.96,120,1.0,0.82,15,높음
화성워터젯,< 10,0.5,6.67,< 10,0.0,0.0,2,중간
워터젯컷팅,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
티타늄절단,10,0.3,4.17,20,0.0,0.0,3,높음
스텐레스절단,10,0.1,0.43,40,0.0,0.0,15,높음
타일절단,70,0.3,0.47,220,0.3,0.13,15,높음
고무커팅,< 10,0.7,9.53,< 10,0.3,3.71,3,높음
워터젯커팅,10,1.3,12.13,10,0.7,5.27,3,높음
아산절곡,< 10,0.0,0.0,10,0.8,7.7,2,중간
평택레이저,20,0.2,1.2,50,2.2,4.63,10,중간
천안레이저,30,0.1,0.23,110,4.5,4.37,14,높음
천안레이저절단,< 10,0.0,0.0,< 10,0.7,13.34,3,높음
레이저금속절단기,< 10,0.7,14.29,10,1.7,11.12,4,낮음
금속레이저절단,< 10,0.8,8.52,< 10,0.3,4.35,10,중간
금속레이저컷팅기,< 10,1.1,19.05,< 10,0.0,0.0,7,중간
SUS절단,10,0.1,0.46,10,0.3,2.78,15,높음
금속CNC,30,0.8,2.16,30,1.0,2.71,13,중간
금속컷팅,10,0.1,0.41,30,0.3,1.2,14,높음
금속레이저컷팅,20,1.0,3.87,20,0.3,1.34,12,중간
케익커팅기,< 10,0.0,0.0,20,0.4,1.43,3,높음
스테인레스커팅,< 10,0.0,0.0,< 10,0.8,16.67,3,높음
스텐앵글,370,15.4,4.36,800,44.9,6.01,15,높음
경량철구조물,< 10,0.0,0.0,10,0.0,0.0,3,높음
공장철골,10,1.2,11.54,10,0.0,0.0,3,높음
구조물,950,0.9,0.11,810,0.7,0.09,15,높음
경량철구조,10,0.7,3.71,20,0.0,0.0,3,높음
건축브라켓,20,2.1,10.17,10,1.6,15.79,3,높음
갈바제작,40,1.7,3.79,50,3.2,6.07,15,높음
스텐프레임,50,1.1,2.22,110,0.8,0.7,13,중간
철재공장,< 10,0.0,0.0,10,1.0,7.9,3,높음
철구조물시공,< 10,0.0,0.0,< 10,0.0,0.0,0,낮음
철골작업,50,0.0,0.0,70,0.0,0.0,15,높음
철골업체,20,0.9,4.06,< 10,0.5,7.15,13,중간
철골설치,20,0.2,1.28,20,0.7,2.57,8,중간
철골구조물제작,< 10,0.3,8.34,< 10,0.0,0.0,3,높음
철골구조물,80,0.8,1.06,80,2.0,2.64,15,높음
철골가공,10,0.1,0.72,10,0.0,0.0,9,중간
중량물이동대차,10,1.3,8.89,10,0.7,4.88,3,높음
절곡절단,10,0.7,4.88,20,1.2,6.39,3,높음
스테인리스난간,20,0.5,2.16,10,0.0,0.0,12,중간
빔제작,30,2.6,8.34,40,3.8,10.26,12,중간
금속프레임,50,0.3,0.63,80,3.3,4.23,14,높음
실리콘압출기,20,5.6,25.44,10,0.3,2.39,5,중간
수압절단,10,0.7,3.88,40,1.0,2.44,9,중간
금속부품제작,< 10,0.7,11.12,< 10,0.0,0.0,3,높음
제조업체,330,2.1,0.69,250,1.7,0.69,15,높음
시금형,70,0.0,0.0,20,0.0,0.0,3,높음
평철절곡,20,1.7,8.34,20,0.9,5.89,3,높음
금속구조물,130,0.7,0.57,60,0.0,0.0,15,높음
종이커팅기,220,1.0,0.49,550,10.3,2.02,15,높음
천안워터젯,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
S45C철판,40,6.5,15.58,10,0.0,0.0,3,높음
무늬철판,430,17.2,4.2,380,20.3,5.73,15,높음
금속레이저가공,20,0.5,2.86,10,0.6,4.35,15,높음
정밀절곡,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
대구절단절곡,< 10,1.4,20.0,10,0.0,0.0,2,중간
울산레이저절단,< 10,0.6,10.0,< 10,0.5,50.0,2,중간
대구레이저절단,< 10,0.4,5.27,< 10,0.0,0.0,3,높음
김해레이저가공,10,1.5,12.5,< 10,0.7,8.0,3,높음
울산철판가공,< 10,0.9,22.23,< 10,0.8,25.0,2,중간
H빔제작,40,3.0,7.03,80,12.3,16.02,15,높음
철물가공,10,2.1,16.18,10,0.0,0.0,5,중간
접착프레스,< 10,0.7,11.12,< 10,0.0,0.0,3,높음
금속구조물제작,10,0.6,5.0,< 10,0.7,16.67,15,높음
산업기계제작,30,1.3,3.43,10,0.3,2.39,15,높음
인천철판가공,< 10,0.7,22.23,< 10,0.0,0.0,3,높음
대구철판가공,< 10,1.4,20.0,10,0.0,0.0,3,높음
부산철판제작,< 10,1.0,16.67,< 10,1.3,25.0,2,중간
수원레이저가공,10,0.4,3.85,< 10,0.0,0.0,8,중간
대구절곡,20,0.9,4.55,50,0.0,0.0,2,중간
로꾸루,< 10,0.7,16.67,10,2.2,13.8,2,중간
갈바작업,60,1.4,2.15,170,0.8,0.49,12,중간
스테인레스구조물,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
창원레이저절단,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
창원레이저가공,< 10,0.3,16.67,< 10,0.0,0.0,3,높음
KAESER,60,1.7,2.64,30,0.0,0.0,7,중간
부천레이저,10,0.4,2.86,40,0.0,0.0,13,중간
레이져커터기,< 10,0.0,0.0,10,0.0,0.0,3,높음
가죽레이저커팅,10,0.0,0.0,20,0.4,1.93,3,높음
금속작업,10,0.5,5.77,20,0.7,3.28,6,중간
알루미늄레이저,30,0.4,1.16,30,0.0,0.0,14,높음
MC9305,10,0.3,3.85,20,0.0,0.0,6,중간
파이프절단기,450,17.4,4.15,1280,46.3,3.88,15,높음
파이버레이저가공기,< 10,0.0,0.0,< 10,0.0,0.0,1,중간
파이프벤딩기,210,5.5,2.7,310,11.7,3.88,15,높음
부산철판가공,< 10,0.3,5.56,20,0.5,4.17,3,높음
철판절단기,150,2.8,1.92,470,14.7,3.34,15,높음
파이버레이저절단기,20,2.3,9.38,10,0.0,0.0,6,중간
파이프컷팅기,80,1.1,1.6,140,9.0,6.34,15,높음
부산철판절단,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
경판가공,30,1.8,5.67,10,0.0,0.0,10,중간
SUS레이저,10,0.7,6.67,< 10,0.0,0.0,3,높음
부산파이프절단,10,0.0,0.0,< 10,0.0,0.0,3,높음
파이프커팅기,60,1.2,1.89,150,5.0,3.5,15,높음
파이프벤더,190,2.2,1.21,220,3.7,1.8,15,높음
커팅,570,0.6,0.12,1120,0.0,0.0,15,높음
금형개발,40,0.3,0.56,20,0.0,0.0,15,높음
철물주문제작,20,1.2,6.37,20,1.7,6.18,14,높음
금속가공제품제조업,70,0.6,0.87,80,0.7,0.81,10,중간
대구레이저가공,20,1.3,6.07,10,0.3,2.09,3,높음
부산레이저절단,10,1.3,15.95,< 10,0.0,0.0,9,중간
안산레이저가공,10,0.7,6.67,< 10,0.0,0.0,9,중간
SUS파이프,480,13.3,2.95,190,11.0,5.92,15,높음
판금,2130,11.1,0.56,4860,8.3,0.19,15,높음
금속제작,150,7.2,4.9,210,19.7,9.74,15,높음
판금업체,60,2.9,4.48,10,0.3,2.09,15,높음
스텐제작,220,11.5,5.44,440,30.3,7.17,15,높음
선반가공,820,4.7,0.6,1750,23.6,1.44,15,높음
알미늄계단,20,1.7,6.34,70,1.8,2.31,11,중간
절곡업체,20,0.9,3.25,10,0.0,0.0,13,중간
철제테이블제작,20,1.7,8.34,50,4.0,7.55,15,높음
부산철판절곡,< 10,0.5,9.1,< 10,0.0,0.0,2,중간
파이프제작,70,2.3,3.39,100,3.7,3.71,15,높음
스테인레스프레임,20,0.5,2.48,40,0.7,1.59,13,중간
알루미늄가공업체,100,7.0,7.0,90,6.2,6.42,15,높음
알루미늄제작,150,6.1,4.1,240,14.7,6.63,15,높음
부산절곡,30,2.9,9.71,20,1.7,6.03,3,낮음
철판주문제작,50,2.3,4.51,60,3.7,5.83,10,중간
부산레이저,60,0.1,0.12,100,3.6,3.6,14,높음
스테인레스스틸,720,2.2,0.33,1280,1.8,0.15,15,높음
알루미늄CNC가공,130,2.3,1.85,180,6.3,3.71,15,높음
PVC가공,80,3.8,4.88,70,4.7,6.97,15,높음
스테인레스제작,160,8.5,5.8,340,32.5,10.07,15,높음
알루미늄상자,50,0.1,0.16,140,0.5,0.38,13,중간
모형절단,110,3.7,3.61,40,3.7,8.34,15,높음
알루미늄커팅,30,0.6,1.56,30,0.0,0.0,13,중간
용접공장,20,0.3,1.89,50,0.7,1.38,3,높음
난간포스트,40,1.6,3.71,40,1.3,3.34,14,높음
프레스가공,390,7.7,2.08,200,9.3,4.6,15,높음
SUS가공,90,3.2,3.77,50,2.0,3.78,15,높음
스텐레스가공,40,1.1,2.7,50,3.7,7.06,15,높음
파이프조인트,450,10.7,2.45,850,22.7,2.83,15,높음
스텐주문제작,40,2.9,6.12,70,6.7,9.96,15,높음
NC가공,300,2.3,0.76,270,4.0,1.57,15,높음
레이져절단기,80,3.7,4.92,160,9.7,6.13,15,높음
파이프레이저가공,70,5.3,7.32,30,4.3,12.15,15,높음
금속테이블,30,0.8,2.45,60,0.3,0.39,12,중간
절곡가공,40,0.3,0.85,20,0.0,0.0,14,높음
부산금속제작,< 10,0.3,5.56,< 10,0.3,8.34,3,높음
5축가공,150,1.6,1.09,120,0.6,0.55,15,높음
스테인레스가공,110,4.7,4.39,130,9.0,7.5,15,높음
레이저가공기,190,2.3,1.23,150,3.0,2.0,15,높음
철제프레임제작,90,3.7,4.3,160,10.7,7.02,15,높음
알루미늄레이저가공,50,1.2,2.68,40,0.4,0.85,12,중간
PCRACK,80,1.6,2.04,20,1.0,4.55,11,중간
판금가공,110,2.4,2.31,70,3.0,4.77,15,높음
알미늄가공,30,1.8,6.0,40,1.0,2.5,15,높음
파이프랙,470,14.9,3.34,490,19.7,4.33,15,높음
밀링가공,240,2.0,0.85,180,0.3,0.2,15,높음
금속가공업체,50,2.1,4.14,30,1.7,5.06,15,높음
판금제작,40,4.6,11.5,20,1.7,6.18,15,높음
CNC선반가공,100,1.4,1.45,370,4.7,1.32,15,높음
철판제작,190,5.1,2.86,390,21.7,5.89,14,높음
고속절단기,1750,13.2,0.81,5570,156.0,3.03,15,높음
스텐가공,110,6.3,5.75,220,9.2,4.3,15,높음
철재핸드레일,< 10,0.0,0.0,< 10,0.0,0.0,0,낮음
베이스철판,40,0.7,1.76,40,0.0,0.0,13,중간
스텐레스절곡,20,1.2,5.38,30,0.7,1.95,12,중간
임가공,2350,3.2,0.15,2010,0.3,0.02,15,높음
스테인레스주문제작,30,1.6,4.58,60,6.3,9.9,15,높음
알루미늄원형파이프,60,2.3,3.77,60,0.3,0.52,13,중간
인테리어철판,40,0.5,1.09,100,0.7,0.69,10,중간
가공업체,140,4.3,3.29,80,2.3,3.0,15,높음
기계가공,240,1.3,0.57,220,4.3,2.02,15,높음
레이저임가공,10,0.0,0.0,10,0.0,0.0,15,높음
PC가공,60,0.9,1.7,30,3.7,10.19,15,높음
스테인리스제작,60,2.0,3.28,100,8.9,9.27,15,높음
황동가공,40,1.6,3.26,30,1.0,2.86,15,높음
시화공단절곡,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
금속각도절단기,110,1.2,1.12,400,12.0,3.16,14,높음
시화절곡,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
동판절단,10,0.4,3.61,10,0.0,0.0,11,중간
금속글자,20,0.6,3.26,30,0.3,1.08,7,중간
금속글씨,10,0.5,4.35,10,0.0,0.0,2,중간
휀스제작,30,1.6,4.85,30,2.3,7.3,15,높음
전원주택우체통,70,0.8,1.16,420,24.7,6.57,14,높음
철재인테리어소품,< 10,0.0,0.0,50,4.3,9.43,15,높음
스테인레스인테리어,10,0.0,0.0,60,0.3,0.53,3,높음
알루미늄레이저절단,10,0.0,0.0,10,0.0,0.0,3,높음
인천레이저절단,< 10,1.1,18.75,< 10,0.0,0.0,3,높음
철판임가공,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
스텐레이저가공,20,3.0,15.79,20,0.0,0.0,3,낮음
판금레이저,10,0.7,6.67,10,0.4,5.0,3,높음
펀칭제작,< 10,2.2,27.28,10,0.8,10.0,3,높음
제어박스,20,0.4,1.42,20,1.3,5.8,14,높음
철난간,10,0.4,2.07,70,2.5,3.79,13,중간
철박스제작,< 10,2.3,25.93,10,0.7,5.89,3,높음
철상자,30,0.7,2.66,100,0.3,0.26,12,중간
철제케이스제작,10,0.9,6.78,10,2.0,14.29,13,중간
철제통,30,0.4,1.08,190,3.3,1.76,10,중간
철케이스제작,< 10,0.5,12.97,10,1.3,13.34,14,높음
철판제조,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
케이스가공,< 10,0.1,1.29,< 10,0.0,0.0,11,중간
케이스판금,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
콘솔데스크제작,10,1.3,10.43,< 10,0.0,0.0,14,높음
콘솔랙,10,2.0,16.67,10,0.0,0.0,3,높음
통신외함,< 10,0.0,0.0,< 10,1.0,20.0,0,낮음
스텐케이스,20,0.7,2.47,80,1.1,1.34,15,높음
스텐케이스제작,< 10,0.0,0.0,10,0.3,3.34,3,높음
외함,290,3.1,1.14,190,1.5,0.8,14,높음
레이져판금,< 10,0.8,11.77,< 10,0.5,7.7,2,중간
로봇용접,60,0.5,0.8,180,1.0,0.59,14,높음
산업용다이,10,0.5,4.55,10,0.4,4.35,2,중간
스테인레스업체,< 10,0.3,5.56,10,0.3,2.39,3,높음
CASE,3930,0.9,0.03,9500,8.7,0.1,10,중간
NCT절곡,20,0.8,3.71,10,0.0,0.0,3,높음
NCT정밀판금,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
RACKCASE,20,0.3,1.21,< 10,0.0,0.0,11,중간
금속가공기계,20,0.1,0.64,10,0.0,0.0,14,높음
스텐글씨,< 10,0.0,0.0,10,0.0,0.0,1,중간
금속케이스,50,1.8,3.6,60,3.0,5.11,15,높음
LASER,1760,1.4,0.09,3250,0.7,0.03,15,높음
SUS레이저가공,10,0.7,8.34,< 10,0.0,0.0,3,높음
브이컷팅,20,0.0,0.0,40,0.3,0.84,3,높음
원형파이프절단,< 10,0.7,12.5,< 10,0.0,0.0,3,높음
대형절곡,20,2.2,9.1,10,0.0,0.0,2,낮음
판금케이스제작,< 10,0.7,33.34,< 10,0.4,14.29,3,높음
철판레이져,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
인천레이저커팅,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
인천레이저가공,10,1.3,6.67,< 10,0.0,0.0,11,중간
철재프레임,220,2.7,1.27,730,18.7,2.74,15,높음
SUS절곡,30,1.4,3.51,10,0.0,0.0,3,높음
스틸절곡,< 10,0.7,9.53,10,0.0,0.0,3,높음
철판절단절곡,30,1.8,4.74,30,0.0,0.0,14,높음
절곡프로그램,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
절곡기계,20,1.7,8.63,10,0.0,0.0,3,높음
레이저정밀가공,< 10,0.9,17.65,< 10,0.0,0.0,3,낮음
레이저컷팅가격,< 10,0.0,0.0,< 10,0.0,0.0,13,중간
레이저미세가공,< 10,0.3,5.77,< 10,0.0,0.0,9,중간
레이저가공기술,< 10,0.3,11.12,10,0.8,11.12,3,높음
레이저가공견적,< 10,0.2,5.46,< 10,0.3,8.34,14,높음
알루미늄방수케이스,< 10,0.3,16.67,< 10,0.5,25.0,3,높음
ALBOX,40,1.6,4.55,320,0.6,0.26,2,중간
알루미늄함체,< 10,0.0,0.0,< 10,0.5,50.0,3,높음
알루미늄엔클로저,50,0.0,0.0,20,0.0,0.0,3,높음
알미늄절곡,10,1.1,8.89,40,0.5,1.22,4,낮음
인천레이저,10,0.1,0.86,40,0.0,0.0,15,높음
알미늄절단,10,0.1,0.96,30,0.0,0.0,14,높음
파이프레이져가공,< 10,0.0,0.0,< 10,0.0,0.0,0,낮음
레이저컷팅비용,10,0.1,1.51,< 10,0.3,8.34,15,높음
후판절단,< 10,0.3,5.56,< 10,0.0,0.0,3,높음
철판판금,< 10,1.3,42.86,< 10,0.0,0.0,2,중간
레이져컷팅,< 10,0.3,11.12,10,0.3,3.34,15,높음
레이저컷팅업체,< 10,0.0,0.0,10,0.0,0.0,15,높음
동판절곡,10,0.7,7.41,10,2.0,18.19,3,높음
파이프레이져,< 10,0.1,2.23,< 10,0.0,0.0,15,높음
스텐철판가공,< 10,0.3,4.77,< 10,0.4,5.56,3,높음
시화공단레이저,10,0.8,8.0,< 10,0.0,0.0,3,높음
대형레이져,< 10,0.8,13.34,< 10,0.0,0.0,3,높음
서브렉,10,0.8,4.77,10,0.0,0.0,3,높음
샤링절곡,10,1.0,8.34,30,1.1,3.71,3,높음
절단가공,20,0.1,0.35,< 10,0.0,0.0,14,높음
성해산업,10,1.4,10.35,20,0.9,4.55,2,중간
철판레이저커팅,10,0.7,4.09,10,0.0,0.0,3,높음
절단업체,20,0.2,0.78,10,0.0,0.0,15,높음
기계프레임,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
기계커버,20,0.4,1.84,10,0.0,0.0,15,높음
기계카바,< 10,0.9,18.67,< 10,0.0,0.0,15,높음
스틸폼,60,1.2,1.93,130,0.3,0.2,14,높음
금속레터링,< 10,0.0,0.0,20,0.0,0.0,2,중간
스텐밴딩,40,1.3,3.04,80,0.0,0.0,3,높음
스텐레이저커팅,< 10,1.9,31.25,10,1.3,8.34,3,높음
SUS밴딩,10,0.3,2.0,< 10,0.5,7.7,3,높음
알루미늄부품,10,0.0,0.0,10,0.7,3.93,13,중간
알루미늄컷팅,20,0.1,0.33,50,0.0,0.0,15,높음
파이프견적,< 10,0.3,3.34,< 10,0.5,8.34,15,높음
금속밴딩,20,1.5,5.89,30,0.0,0.0,3,높음
금속벤딩,< 10,0.7,22.23,10,0.0,0.0,3,높음
알루미늄단자함,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
광주철판가공,< 10,0.3,11.12,< 10,0.0,0.0,3,높음
부산레이저가공,30,2.1,6.22,10,0.0,0.0,11,중간
철제가공,10,0.8,4.73,20,1.0,4.17,7,중간
부산절단절곡,< 10,0.7,13.34,< 10,1.0,50.0,3,높음
스텐절단절곡,10,1.0,5.56,30,0.7,2.2,3,높음
평철가공,10,0.7,4.14,10,0.0,0.0,8,중간
철판레이저컷팅,< 10,0.7,8.34,10,0.0,0.0,3,높음
절단,1050,0.4,0.05,1730,1.0,0.07,15,높음
프레스임가공,10,1.2,11.54,< 10,1.2,40.0,3,높음
레이져절곡,< 10,0.0,0.0,< 10,0.0,0.0,0,낮음
레이져용접,120,2.1,1.74,160,4.0,2.57,15,높음
레이저장비,60,2.4,3.94,70,0.3,0.44,15,높음
시화레이저,< 10,0.0,0.0,< 10,0.0,0.0,3,높음
레이저가공업체,50,0.7,2.04,10,0.3,2.5,15,높음
플라즈마절단,120,0.9,0.8,90,0.0,0.0,14,높음
V커팅,70,0.6,0.83,70,0.3,0.39,13,중간
레이저커팅가공,< 10,0.0,0.0,< 10,0.0,0.0,2,중간
